date,daily_net_inflow_100mn,rolling_7d_net_inflow_100mn,missing_flow_codes
2025-10-16,-11.618865,15.26814899999988,
2025-10-17,-1.460853,18.400994999999877,
2025-10-20,27.36711,26.439749999999876,
2025-10-21,-14.239268999999998,-0.8243910000001229,
2025-10-22,-23.468139,-31.051152000000123,
2025-10-23,-12.061278,-16.220412000000124,
2025-10-24,-11.086929000000001,-46.56822300000012,
2025-10-27,-3.0069990000000004,-37.95635700000012,
2025-10-28,33.004395,-3.4911090000001224,
2025-10-29,8.693721,-22.16449800000012,
2025-10-30,-23.01039,-30.935619000000123,
2025-10-31,78.219603,70.75212299999988,
2025-11-03,-17.893422,64.91997899999988,
2025-11-04,-61.581933,14.424974999999883,
2025-11-05,-5.648229,11.783744999999882,
2025-11-06,-21.538953,-42.75960300000012,
2025-11-07,-13.321701,-64.77502500000013,
2025-11-10,-2.878173,-44.64280800000012,
2025-11-11,-6.898239,-129.7606500000001,
2025-11-12,-13.422285,-125.28951300000011,
2025-11-13,-6.336539999999999,-70.04412000000012,
2025-11-14,2.395548,-62.00034300000012,
2025-11-17,27.180423000000005,-13.280967000000118,
2025-11-18,1.449422999999999,1.4901569999998805,
2025-11-19,-28.015065,-23.64673500000012,
2025-11-20,-8.72658,-25.475076000000122,
2025-11-21,53.296983,41.24419199999988,
2025-11-24,66.108987,113.68971899999988,
2025-11-25,-17.458524,93.83564699999987,
2025-11-26,-26.868645,39.78657899999986,
2025-11-27,1.484847,39.82200299999987,
2025-11-28,2.3062769999999997,70.14334499999987,
2025-12-01,-32.482683,46.38724199999986,
2025-12-02,-7.422093,-14.331834000000132,
2025-12-03,-2.29284,-82.73366100000013,
2025-12-04,11.300211,-53.97492600000013,
2025-12-05,15.447906,-11.658375000000127,
2025-12-08,13.23351,0.09028799999987314,
2025-12-09,-24.977988,-27.193977000000125,
2025-12-10,-23.969232,-18.68052600000013,
2025-12-11,-3.419261999999999,-14.677695000000128,
2025-12-12,42.204825,29.81996999999987,
2025-12-15,-15.336017999999997,3.183740999999875,
2025-12-16,-9.407753999999999,-21.671919000000123,
2025-12-17,30.499919999999996,-4.40550900000013,
2025-12-18,3.6006389999999997,24.173117999999874,
2025-12-19,0.7167599999999985,48.85910999999987,
2025-12-22,-41.875605,10.402766999999876,
2025-12-23,-49.878072,-81.68013000000013,
2025-12-24,13.588146,-52.75596600000013,
2025-12-25,-0.4175819999999999,-43.765794000000135,
2025-12-26,28.594404,-45.67131000000013,
2025-12-29,-29.586662999999998,-78.85861200000012,
2025-12-30,-0.2621070000000001,-79.83747900000013,
2025-12-31,-33.384033,-71.34590700000012,
2026-01-05,18.119133,-3.34870200000012,
2026-01-06,21.006126000000002,4.069277999999883,
2026-01-07,-32.596767,-28.10990700000012,
2026-01-08,6.892704,-49.811607000000116,
2026-01-09,25.026695999999998,4.801751999999873,
2026-01-12,-31.199211000000002,-26.13535200000013,
2026-01-13,-37.198944,-29.950263000000124,
2026-01-14,-48.169233000000006,-96.23862900000013,
2026-01-15,-434.83113,-552.0758850000001,
2026-01-16,-649.2738509999999,-1168.7529690000001,
2026-01-19,-354.3101190000004,-1529.9557920000004,
2026-01-20,-374.860746,-1929.8432340000004,
2026-01-21,-716.4715679999999,-2615.115591,
2026-01-22,-520.7008050000004,-3098.617452000001,
2026-01-23,-773.899686,-3824.3479050000005,
2026-01-26,-822.463272,-4211.980047000001,
2026-01-27,-436.242933,-3998.9491290000005,
2026-01-28,-1129.1002019999999,-4773.739212,
2026-01-29,-391.703247,-4790.5817130000005,
2026-01-30,-84.600504,-4158.710649000001,
2026-02-02,-85.578003,-3723.587847,
2026-02-03,18.739008,-2930.949153,
2026-02-04,-44.468838,-2152.954719,
2026-02-05,17.91603,-1698.795756,
2026-02-06,12.309750000000001,-557.385804,
2026-02-09,-8.482805999999998,-174.16536299999999,
2026-02-10,-32.476653,-122.04151199999998,
2026-02-11,-13.299849,-49.763358,
2026-02-12,-7.606656,-76.109022,
2026-02-13,-74.733426,-106.37360999999999,
2026-02-24,-14.570577,-138.860217,
2026-02-25,7.658235,-143.511732,
2026-02-26,-40.464270000000006,-175.493196,
2026-02-27,-1.688427,-144.70497,
2026-03-02,-84.927861,-216.33298200000002,
2026-03-03,-21.923531999999998,-230.649858,
2026-03-04,31.479786000000004,-124.43664600000001,
2026-03-05,-27.883719,-137.74978800000002,
2026-03-06,13.909113,-131.49891,
2026-03-09,-8.007408,-99.04204800000001,
2026-03-10,0.3417570000000003,-97.011864,
2026-03-11,-35.096661000000005,-47.180664000000014,
2026-03-12,-18.0216,-43.27873200000002,
2026-03-13,5.160483,-69.59803500000002,
2026-03-16,18.33372,-23.380596000000022,
2026-03-17,11.041596,-26.248113000000025,
2026-03-18,18.437805,0.19709999999998118,
2026-03-19,20.8656,20.72094299999998,
2026-03-20,26.037081,81.85468499999999,
2026-03-23,72.11630699999999,171.99259199999997,
2026-03-24,-2.9467170000000014,163.88539199999997,
2026-03-25,-45.71039699999999,99.84127499999998,
2026-03-26,-4.728627,84.07105199999998,
2026-03-27,0.43669800000000025,66.06994499999999,
2026-03-30,-20.394657,24.80968799999998,
2026-03-31,-18.820503,-20.04789600000002,
