date,wind_code,index_name,close,pct_change
2024-08-27,000905.SH,中证500,4495.29,-1.0798000158438126
2024-08-27,000922.CSI,中证红利,5027.49,-0.018892539236814443
2024-08-27,000998.CSI,中证TMT,1429.04,-1.5534689547323954
2024-08-27,932000.CSI,中证2000,1695.77,-1.8219818901831886
2024-08-27,h30269.CSI,红利低波,10304.38,0.5829378427395282
2024-08-28,000300.SH,沪深300,3286.5,-0.5696859315106217
2024-08-28,000688.SH,科创50,671.22,-0.464150663601981
2024-08-28,000852.SH,中证1000,4470.55,0.24373946112725697
2024-08-28,000905.SH,中证500,4500.01,0.10499878761993653
2024-08-28,000922.CSI,中证红利,5001.42,-0.5185490175017682
2024-08-28,000998.CSI,中证TMT,1430.75,0.119660751273587
2024-08-28,932000.CSI,中证2000,1704.03,0.48709435831510994
2024-08-28,h30269.CSI,红利低波,10240.16,-0.6232301215599478
2024-08-29,000300.SH,沪深300,3277.68,-0.26837060702875615
2024-08-29,000688.SH,科创50,679.59,1.2469831053901759
2024-08-29,000852.SH,中证1000,4542.46,1.6085269150328152
2024-08-29,000905.SH,中证500,4557.9,1.2864415856853606
2024-08-29,000922.CSI,中证红利,4928.91,-1.4497882601341217
2024-08-29,000998.CSI,中证TMT,1448.06,1.2098549711689666
2024-08-29,932000.CSI,中证2000,1731.32,1.601497626215509
2024-08-29,h30269.CSI,红利低波,10025.0,-2.101139044702427
2024-08-30,000300.SH,沪深300,3321.43,1.3347855800444286
2024-08-30,000688.SH,科创50,694.16,2.143939728365618
2024-08-30,000852.SH,中证1000,4629.32,1.912179744015341
2024-08-30,000905.SH,中证500,4639.11,1.7817415915224233
2024-08-30,000922.CSI,中证红利,4946.1,0.3487586504927087
2024-08-30,000998.CSI,中证TMT,1494.86,3.23191027996077
2024-08-30,932000.CSI,中证2000,1768.38,2.1405632696439802
2024-08-30,h30269.CSI,红利低波,9965.65,-0.5920199501246892
2024-09-02,000300.SH,沪深300,3265.01,-1.6986659360576528
2024-09-02,000688.SH,科创50,670.01,-3.4790250086435326
2024-09-02,000852.SH,中证1000,4532.51,-2.0912358618544347
2024-09-02,000905.SH,中证500,4546.88,-1.9880968547846378
2024-09-02,000922.CSI,中证红利,4964.3,0.36796668081922057
2024-09-02,000998.CSI,中证TMT,1446.41,-3.2411061905462613
2024-09-02,932000.CSI,中证2000,1739.7,-1.6218233637566581
2024-09-02,h30269.CSI,红利低波,10018.64,0.5317264804603816
