date,code,shares,nav,close_price,shares_prev,share_change,valuation_price,valuation_source,net_inflow_100mn,name,venue
2026-03-27,510050,23442066800.0,,2.909,23510466800.0,-68400000.0,2.909,ETF close,-1.989756,上证50ETF华夏,SSE
2026-03-30,510050,23263866800.0,,2.905,23442066800.0,-178200000.0,2.905,ETF close,-5.176709999999999,上证50ETF华夏,SSE
2026-03-31,510050,23022666800.0,,2.902,23263866800.0,-241200000.0,2.902,ETF close,-6.999624,上证50ETF华夏,SSE
2026-04-01,510050,23010066800.0,,2.951,23022666800.0,-12600000.0,2.951,ETF close,-0.371826,上证50ETF华夏,SSE
2026-04-02,510050,22862466800.0,,2.926,23010066800.0,-147600000.0,2.926,ETF close,-4.318776,上证50ETF华夏,SSE
2026-04-03,510050,22975866800.0,,2.901,22862466800.0,113400000.0,2.901,ETF close,3.289734,上证50ETF华夏,SSE
2026-04-07,510050,23004666800.0,,2.9,22975866800.0,28800000.0,2.9,ETF close,0.8352,上证50ETF华夏,SSE
2026-04-08,510050,23152266800.0,,2.978,23004666800.0,147600000.0,2.978,ETF close,4.3955280000000005,上证50ETF华夏,SSE
2026-04-09,510050,22963266800.0,,2.958,23152266800.0,-189000000.0,2.958,ETF close,-5.59062,上证50ETF华夏,SSE
2026-04-10,510050,22791366800.0,,2.972,22963266800.0,-171900000.0,2.972,ETF close,-5.108868,上证50ETF华夏,SSE
2026-04-13,510050,22703166800.0,,2.972,22791366800.0,-88200000.0,2.972,ETF close,-2.621304,上证50ETF华夏,SSE
2026-04-14,510050,22560066800.0,,2.997,22703166800.0,-143100000.0,2.997,ETF close,-4.288707,上证50ETF华夏,SSE
2026-04-15,510050,22468266800.0,,3.008,22560066800.0,-91800000.0,3.008,ETF close,-2.761344,上证50ETF华夏,SSE
2026-04-16,510050,22672566800.0,,3.014,22468266800.0,204300000.0,3.014,ETF close,6.157602,上证50ETF华夏,SSE
2026-04-17,510050,22883166800.0,,2.982,22672566800.0,210600000.0,2.982,ETF close,6.280092,上证50ETF华夏,SSE
2026-04-20,510050,22821066800.0,,3.007,22883166800.0,-62100000.0,3.007,ETF close,-1.867347,上证50ETF华夏,SSE
2026-04-21,510050,22488966800.0,,3.006,22821066800.0,-332100000.0,3.006,ETF close,-9.982925999999999,上证50ETF华夏,SSE
2026-04-22,510050,22121766800.0,,3.005,22488966800.0,-367200000.0,3.005,ETF close,-11.03436,上证50ETF华夏,SSE
2026-04-23,510050,21196566800.0,,3.001,22121766800.0,-925200000.0,3.001,ETF close,-27.765252,上证50ETF华夏,SSE
2026-04-24,510050,20806866800.0,,3.018,21196566800.0,-389700000.0,3.018,ETF close,-11.761146,上证50ETF华夏,SSE
2026-04-27,510050,20155266800.0,,3.013,20806866800.0,-651600000.0,3.013,ETF close,-19.632708,上证50ETF华夏,SSE
2026-04-28,510050,19282266800.0,,3.024,20155266800.0,-873000000.0,3.024,ETF close,-26.39952,上证50ETF华夏,SSE
2026-04-29,510050,18530766800.0,,3.041,19282266800.0,-751500000.0,3.041,ETF close,-22.853115,上证50ETF华夏,SSE
2026-04-30,510050,17234766800.0,,3.062,18530766800.0,-1296000000.0,3.062,ETF close,-39.68352,上证50ETF华夏,SSE
2026-05-06,510050,16327566800.0,,3.1,17234766800.0,-907200000.0,3.1,ETF close,-28.1232,上证50ETF华夏,SSE
2026-05-07,510050,15369066800.0,,3.103,16327566800.0,-958500000.0,3.103,ETF close,-29.742255,上证50ETF华夏,SSE
2026-05-08,510050,14096466800.0,,3.075,15369066800.0,-1272600000.0,3.075,ETF close,-39.13245,上证50ETF华夏,SSE
2026-05-11,510050,12960666800.0,,3.116,14096466800.0,-1135800000.0,3.116,ETF close,-35.391528,上证50ETF华夏,SSE
2026-05-12,510050,12424266800.0,,3.119,12960666800.0,-536400000.0,3.119,ETF close,-16.730316,上证50ETF华夏,SSE
2026-05-13,510050,12115566800.0,,3.123,12424266800.0,-308700000.0,3.123,ETF close,-9.640701000000002,上证50ETF华夏,SSE
2026-05-14,510050,11716866800.0,,3.074,12115566800.0,-398700000.0,3.074,ETF close,-12.256038,上证50ETF华夏,SSE
2026-05-15,510050,11909466800.0,,3.035,11716866800.0,192600000.0,3.035,ETF close,5.84541,上证50ETF华夏,SSE
2026-05-18,510050,12234366800.0,,3.008,11909466800.0,324900000.0,3.008,ETF close,9.772992,上证50ETF华夏,SSE
2026-05-19,510050,11014866800.0,,3.026,12234366800.0,-1219500000.0,3.026,ETF close,-36.902069999999995,上证50ETF华夏,SSE
2026-05-20,510050,10051866800.0,,3.029,11014866800.0,-963000000.0,3.029,ETF close,-29.16927,上证50ETF华夏,SSE
2026-05-21,510050,9796266800.0,,2.994,10051866800.0,-255600000.0,2.994,ETF close,-7.652664,上证50ETF华夏,SSE
2026-05-22,510050,9591066800.0,,2.995,9796266800.0,-205200000.0,2.995,ETF close,-6.14574,上证50ETF华夏,SSE
2026-05-25,510050,8579466800.000001,,3.039,9591066800.0,-1011599999.999999,3.039,ETF close,-30.74252399999997,上证50ETF华夏,SSE
2026-05-26,510050,8325666800.000001,,3.046,8579466800.000001,-253800000.0,3.046,ETF close,-7.730748,上证50ETF华夏,SSE
2026-05-27,510050,7809966800.000001,,3.008,8325666800.000001,-515700000.0,3.008,ETF close,-15.512256,上证50ETF华夏,SSE
2026-05-28,510050,7961166800.000001,,2.985,7809966800.000001,151200000.0,2.985,ETF close,4.51332,上证50ETF华夏,SSE
2026-05-29,510050,7810866800.000001,,2.997,7961166800.000001,-150300000.0,2.997,ETF close,-4.504491,上证50ETF华夏,SSE
2026-06-01,510050,8451666800.000001,,2.968,7810866800.000001,640800000.0,2.968,ETF close,19.018944,上证50ETF华夏,SSE
2026-06-02,510050,8494866800.000001,,2.993,8451666800.000001,43200000.0,2.993,ETF close,1.292976,上证50ETF华夏,SSE
2026-06-03,510050,8152866800.000001,,2.996,8494866800.000001,-342000000.0,2.996,ETF close,-10.24632,上证50ETF华夏,SSE
2026-06-04,510050,7852266800.000001,,2.964,8152866800.000001,-300600000.0,2.964,ETF close,-8.909784,上证50ETF华夏,SSE
2026-06-05,510050,7661466800.000001,,2.94,7852266800.000001,-190800000.0,2.94,ETF close,-5.60952,上证50ETF华夏,SSE
2026-06-08,510050,8115066800.000001,,2.901,7661466800.000001,453600000.0,2.901,ETF close,13.158936,上证50ETF华夏,SSE
2026-06-09,510050,7625466800.000001,,2.917,8115066800.000001,-489600000.0,2.917,ETF close,-14.281632,上证50ETF华夏,SSE
2026-06-10,510050,7508466800.000001,,2.931,7625466800.000001,-117000000.0,2.931,ETF close,-3.42927,上证50ETF华夏,SSE
2026-06-11,510050,7738866800.000001,,2.928,7508466800.000001,230400000.0,2.928,ETF close,6.746112,上证50ETF华夏,SSE
2026-06-12,510050,8164566800.000001,,2.982,7738866800.000001,425700000.0,2.982,ETF close,12.694374,上证50ETF华夏,SSE
2026-06-15,510050,8288766800.000001,,3.024,8164566800.000001,124200000.0,3.024,ETF close,3.755808,上证50ETF华夏,SSE
2026-06-16,510050,8330166800.000001,,2.993,8288766800.000001,41400000.0,2.993,ETF close,1.239102,上证50ETF华夏,SSE
2026-06-17,510050,7759566800.000001,,3.015,8330166800.000001,-570600000.0,3.015,ETF close,-17.20359,上证50ETF华夏,SSE
2026-06-18,510050,7699266800.000001,,3.017,7759566800.000001,-60300000.0,3.017,ETF close,-1.819251,上证50ETF华夏,SSE
2026-06-22,510050,7417566800.000001,,3.097,7699266800.000001,-281700000.0,3.097,ETF close,-8.724249,上证50ETF华夏,SSE
2026-06-23,510050,7343766800.000001,,3.005,7417566800.000001,-73800000.0,3.005,ETF close,-2.21769,上证50ETF华夏,SSE
2026-06-24,510050,6793866800.000001,,3.024,7343766800.000001,-549900000.0,3.024,ETF close,-16.628976,上证50ETF华夏,SSE
2026-06-25,510050,6468066800.000001,,3.059,6793866800.000001,-325800000.0,3.059,ETF close,-9.966222,上证50ETF华夏,SSE
2026-06-26,510050,6387966800.000001,,3.0,6468066800.000001,-80100000.0,3.0,ETF close,-2.403,上证50ETF华夏,SSE
2026-06-29,510050,6300666800.000001,,3.083,6387966800.000001,-87300000.0,3.083,ETF close,-2.691459,上证50ETF华夏,SSE
2026-06-30,510050,6392466800.000001,,3.083,6300666800.000001,91800000.0,3.083,ETF close,2.830194,上证50ETF华夏,SSE
2026-07-01,510050,6388866800.000001,,3.074,6392466800.000001,-3600000.0,3.074,ETF close,-0.110664,上证50ETF华夏,SSE
2026-07-02,510050,6675966800.000001,,3.003,6388866800.000001,287100000.0,3.003,ETF close,8.621613,上证50ETF华夏,SSE
2026-07-03,510050,6537366800.000001,,3.023,6675966800.000001,-138600000.0,3.023,ETF close,-4.189878,上证50ETF华夏,SSE
2025-01-02,510300,90110287700.0,3.9061,3.698,,,3.9061,NAV,,沪深300ETF华泰柏瑞,SSE
2025-01-03,510300,90437887700.0,3.8599,3.658,90110287700.0,327600000.0,3.8599,NAV,12.6450324,沪深300ETF华泰柏瑞,SSE
2025-01-06,510300,90546787700.0,3.8534,3.642,90437887700.0,108900000.0,3.8534,NAV,4.1963526,沪深300ETF华泰柏瑞,SSE
2025-01-07,510300,90594487700.0,3.882,3.669,90546787700.0,47700000.0,3.882,NAV,1.851714,沪深300ETF华泰柏瑞,SSE
2025-01-08,510300,90568387700.0,3.8762,3.663,90594487700.0,-26100000.0,3.8762,NAV,-1.0116882,沪深300ETF华泰柏瑞,SSE
2025-01-09,510300,90473887700.0,3.8666,3.655,90568387700.0,-94500000.0,3.8666,NAV,-3.653937,沪深300ETF华泰柏瑞,SSE
2025-01-10,510300,90484687700.0,3.8195,3.612,90473887700.0,10800000.0,3.8195,NAV,0.412506,沪深300ETF华泰柏瑞,SSE
2025-01-13,510300,91008487700.0,3.809,3.597,90484687700.0,523800000.0,3.809,NAV,19.951542,沪深300ETF华泰柏瑞,SSE
2025-01-14,510300,91129087700.0,3.9091,3.695,91008487700.0,120600000.0,3.9091,NAV,4.7143746,沪深300ETF华泰柏瑞,SSE
2025-01-15,510300,91062487700.0,3.8841,3.672,91129087700.0,-66600000.0,3.8841,NAV,-2.5868106,沪深300ETF华泰柏瑞,SSE
2025-01-16,510300,90958087700.0,3.8883,3.674,91062487700.0,-104400000.0,3.8883,NAV,-4.0593852,沪深300ETF华泰柏瑞,SSE
2025-01-17,510300,90883387700.0,3.9007,3.687,90958087700.0,-74700000.0,3.9007,NAV,-2.9138229,沪深300ETF华泰柏瑞,SSE
2025-01-20,510300,90854587700.0,3.9186,3.706,90883387700.0,-28800000.0,3.9186,NAV,-1.1285568,沪深300ETF华泰柏瑞,SSE
2025-01-21,510300,90794287700.0,3.9215,3.711,90854587700.0,-60300000.0,3.9215,NAV,-2.3646645,沪深300ETF华泰柏瑞,SSE
2025-01-22,510300,90517087700.0,3.8857,3.675,90794287700.0,-277200000.0,3.8857,NAV,-10.7711604,沪深300ETF华泰柏瑞,SSE
2025-01-23,510300,90528787700.0,3.8941,3.686,90517087700.0,11700000.0,3.8941,NAV,0.4556097,沪深300ETF华泰柏瑞,SSE
2025-01-24,510300,90842887700.0,3.9264,3.718,90528787700.0,314100000.0,3.9264,NAV,12.3328224,沪深300ETF华泰柏瑞,SSE
2025-01-27,510300,90156187700.0,3.9104,3.696,90842887700.0,-686700000.0,3.9104,NAV,-26.8527168,沪深300ETF华泰柏瑞,SSE
2025-02-05,510300,90226387700.0,3.8878,3.676,90156187700.0,70200000.0,3.8878,NAV,2.7292356,沪深300ETF华泰柏瑞,SSE
2025-02-06,510300,90994987700.0,3.9365,3.721,90226387700.0,768600000.0,3.9365,NAV,30.255939,沪深300ETF华泰柏瑞,SSE
2025-02-07,510300,90780787700.0,3.9874,3.777,90994987700.0,-214200000.0,3.9874,NAV,-8.5410108,沪深300ETF华泰柏瑞,SSE
2025-02-10,510300,90197587700.0,3.9961,3.781,90780787700.0,-583200000.0,3.9961,NAV,-23.3052552,沪深300ETF华泰柏瑞,SSE
2025-02-11,510300,89800687700.0,3.9777,3.765,90197587700.0,-396900000.0,3.9777,NAV,-15.7874913,沪深300ETF华泰柏瑞,SSE
2025-02-12,510300,89671087700.0,4.0151,3.803,89800687700.0,-129600000.0,4.0151,NAV,-5.203569600000001,沪深300ETF华泰柏瑞,SSE
2025-02-13,510300,89342587700.0,4.0003,3.793,89671087700.0,-328500000.0,4.0003,NAV,-13.1409855,沪深300ETF华泰柏瑞,SSE
2025-02-14,510300,89571187700.0,4.0347,3.823,89342587700.0,228600000.0,4.0347,NAV,9.2233242,沪深300ETF华泰柏瑞,SSE
2025-02-17,510300,89051887700.0,4.0431,3.83,89571187700.0,-519300000.0,4.0431,NAV,-20.9958183,沪深300ETF华泰柏瑞,SSE
2025-02-18,510300,88800787700.0,4.0077,3.801,89051887700.0,-251100000.0,4.0077,NAV,-10.0633347,沪深300ETF华泰柏瑞,SSE
2025-02-19,510300,89043787700.0,4.0355,3.822,88800787700.0,243000000.0,4.0355,NAV,9.806265,沪深300ETF华泰柏瑞,SSE
2025-02-20,510300,88551487700.0,4.024,3.81,89043787700.0,-492300000.0,4.024,NAV,-19.810152,沪深300ETF华泰柏瑞,SSE
2025-02-21,510300,88724287700.0,4.0748,3.864,88551487700.0,172800000.0,4.0748,NAV,7.0412544,沪深300ETF华泰柏瑞,SSE
2025-02-24,510300,87952087700.0,4.0658,3.851,88724287700.0,-772200000.0,4.0658,NAV,-31.3961076,沪深300ETF华泰柏瑞,SSE
2025-02-25,510300,87940387700.0,4.0208,3.81,87952087700.0,-11700000.0,4.0208,NAV,-0.47043360000000006,沪深300ETF华泰柏瑞,SSE
2025-02-26,510300,87387787700.0,4.0558,3.843,87940387700.0,-552600000.0,4.0558,NAV,-22.4123508,沪深300ETF华泰柏瑞,SSE
2025-02-27,510300,87053887700.0,4.0642,3.856,87387787700.0,-333900000.0,4.0642,NAV,-13.570363799999997,沪深300ETF华泰柏瑞,SSE
2025-02-28,510300,87088987700.0,3.9846,3.783,87053887700.0,35100000.0,3.9846,NAV,1.3985946,沪深300ETF华泰柏瑞,SSE
2025-03-03,510300,87129487700.0,3.9839,3.77,87088987700.0,40500000.0,3.9839,NAV,1.6134795,沪深300ETF华泰柏瑞,SSE
2025-03-04,510300,86934187700.0,3.9806,3.766,87129487700.0,-195300000.0,3.9806,NAV,-7.7741118,沪深300ETF华泰柏瑞,SSE
2025-03-05,510300,86327587700.0,3.9983,3.783,86934187700.0,-606600000.0,3.9983,NAV,-24.2536878,沪深300ETF华泰柏瑞,SSE
2025-03-06,510300,86469787700.0,4.0535,3.838,86327587700.0,142200000.0,4.0535,NAV,5.764077,沪深300ETF华泰柏瑞,SSE
2025-03-07,510300,86025187700.0,4.0409,3.828,86469787700.0,-444600000.0,4.0409,NAV,-17.9658414,沪深300ETF华泰柏瑞,SSE
2025-03-10,510300,85143187700.0,4.0251,3.812,86025187700.0,-882000000.0,4.0251,NAV,-35.501382,沪深300ETF华泰柏瑞,SSE
2025-03-11,510300,85436587700.0,4.0378,3.824,85143187700.0,293400000.0,4.0378,NAV,11.8469052,沪深300ETF华泰柏瑞,SSE
2025-03-12,510300,85457287700.0,4.0235,3.814,85436587700.0,20700000.0,4.0235,NAV,0.8328645,沪深300ETF华泰柏瑞,SSE
2025-03-13,510300,85486087700.0,4.0073,3.794,85457287700.0,28800000.0,4.0073,NAV,1.1541024,沪深300ETF华泰柏瑞,SSE
2025-03-14,510300,85619287700.0,4.1046,3.895,85486087700.0,133200000.0,4.1046,NAV,5.4673272,沪深300ETF华泰柏瑞,SSE
2025-03-17,510300,85665187700.0,4.0945,3.883,85619287700.0,45900000.0,4.0945,NAV,1.8793755,沪深300ETF华泰柏瑞,SSE
2025-03-18,510300,85566187700.0,4.1056,3.892,85665187700.0,-99000000.0,4.1056,NAV,-4.064544,沪深300ETF华泰柏瑞,SSE
2025-03-19,510300,85480687700.0,4.108,3.898,85566187700.0,-85500000.0,4.108,NAV,-3.51234,沪深300ETF华泰柏瑞,SSE
2025-03-20,510300,85327687700.0,4.072,3.865,85480687700.0,-153000000.0,4.072,NAV,-6.23016,沪深300ETF华泰柏瑞,SSE
2025-03-21,510300,85297987700.0,4.0103,3.799,85327687700.0,-29700000.0,4.0103,NAV,-1.1910591,沪深300ETF华泰柏瑞,SSE
2025-03-24,510300,85188187700.0,4.0307,3.816,85297987700.0,-109800000.0,4.0307,NAV,-4.425708600000001,沪深300ETF华泰柏瑞,SSE
2025-03-25,510300,85093687700.0,4.0282,3.818,85188187700.0,-94500000.0,4.0282,NAV,-3.806649,沪深300ETF华泰柏瑞,SSE
2025-03-26,510300,85195387700.0,4.015,3.802,85093687700.0,101700000.0,4.015,NAV,4.083254999999999,沪深300ETF华泰柏瑞,SSE
2025-03-27,510300,85167487700.0,4.0283,3.816,85195387700.0,-27900000.0,4.0283,NAV,-1.1238957,沪深300ETF华泰柏瑞,SSE
2025-03-28,510300,84976687700.0,4.0107,3.797,85167487700.0,-190800000.0,4.0107,NAV,-7.6524156,沪深300ETF华泰柏瑞,SSE
2025-03-31,510300,85060387700.0,3.9821,3.773,84976687700.0,83700000.0,3.9821,NAV,3.3330177,沪深300ETF华泰柏瑞,SSE
2025-04-01,510300,85209787700.0,3.9828,3.771,85060387700.0,149400000.0,3.9828,NAV,5.9503032,沪深300ETF华泰柏瑞,SSE
2025-04-02,510300,85306087700.0,3.9794,3.768,85209787700.0,96300000.0,3.9794,NAV,3.8321622,沪深300ETF华泰柏瑞,SSE
2025-04-03,510300,85574287700.0,3.9562,3.748,85306087700.0,268200000.0,3.9562,NAV,10.6105284,沪深300ETF华泰柏瑞,SSE
2025-04-07,510300,90313687700.0,3.6767,3.484,85574287700.0,4739400000.0,3.6767,NAV,174.2535198,沪深300ETF华泰柏瑞,SSE
2025-04-08,510300,94756987700.0,3.7397,3.519,90313687700.0,4443300000.0,3.7397,NAV,166.1660901,沪深300ETF华泰柏瑞,SSE
2025-04-09,510300,95233087700.0,3.7765,3.555,94756987700.0,476100000.0,3.7765,NAV,17.9799165,沪深300ETF华泰柏瑞,SSE
2025-04-10,510300,94814587700.0,3.826,3.618,95233087700.0,-418500000.0,3.826,NAV,-16.01181,沪深300ETF华泰柏瑞,SSE
2025-04-11,510300,94753387700.0,3.8418,3.629,94814587700.0,-61200000.0,3.8418,NAV,-2.3511816,沪深300ETF华泰柏瑞,SSE
2025-04-14,510300,94306087700.0,3.8505,3.637,94753387700.0,-447300000.0,3.8505,NAV,-17.2232865,沪深300ETF华泰柏瑞,SSE
2025-04-15,510300,94700287700.0,3.8526,3.64,94306087700.0,394200000.0,3.8526,NAV,15.1869492,沪深300ETF华泰柏瑞,SSE
2025-04-16,510300,96043087700.0,3.8647,3.649,94700287700.0,1342800000.0,3.8647,NAV,51.8951916,沪深300ETF华泰柏瑞,SSE
2025-04-17,510300,96669487700.0,3.8645,3.652,96043087700.0,626400000.0,3.8645,NAV,24.207228,沪深300ETF华泰柏瑞,SSE
2025-04-18,510300,97188787700.0,3.8658,3.662,96669487700.0,519300000.0,3.8658,NAV,20.0750994,沪深300ETF华泰柏瑞,SSE
2025-04-21,510300,97511887700.0,3.8784,3.664,97188787700.0,323100000.0,3.8784,NAV,12.5311104,沪深300ETF华泰柏瑞,SSE
2025-04-22,510300,97121287700.0,3.8798,3.667,97511887700.0,-390600000.0,3.8798,NAV,-15.1544988,沪深300ETF华泰柏瑞,SSE
2025-04-23,510300,96947587700.0,3.8827,3.671,97121287700.0,-173700000.0,3.8827,NAV,-6.7442499,沪深300ETF华泰柏瑞,SSE
2025-04-24,510300,96978187700.0,3.8802,3.671,96947587700.0,30600000.0,3.8802,NAV,1.1873412,沪深300ETF华泰柏瑞,SSE
2025-04-25,510300,96887287700.0,3.8834,3.671,96978187700.0,-90900000.0,3.8834,NAV,-3.5300106,沪深300ETF华泰柏瑞,SSE
2025-04-28,510300,96582187700.0,3.8778,3.665,96887287700.0,-305100000.0,3.8778,NAV,-11.8311678,沪深300ETF华泰柏瑞,SSE
2025-04-29,510300,96510187700.0,3.8711,3.658,96582187700.0,-72000000.0,3.8711,NAV,-2.787192,沪深300ETF华泰柏瑞,SSE
2025-04-30,510300,96456187700.0,3.8674,3.655,96510187700.0,-54000000.0,3.8674,NAV,-2.088396,沪深300ETF华泰柏瑞,SSE
2025-05-06,510300,96506587700.0,3.9061,3.692,96456187700.0,50400000.0,3.9061,NAV,1.9686744,沪深300ETF华泰柏瑞,SSE
2025-05-07,510300,96042187700.0,3.9295,3.716,96506587700.0,-464400000.0,3.9295,NAV,-18.248598,沪深300ETF华泰柏瑞,SSE
2025-05-08,510300,96199687700.0,3.9514,3.739,96042187700.0,157500000.0,3.9514,NAV,6.223455,沪深300ETF华泰柏瑞,SSE
2025-05-09,510300,95881987700.0,3.9454,3.734,96199687700.0,-317700000.0,3.9454,NAV,-12.5345358,沪深300ETF华泰柏瑞,SSE
2025-05-12,510300,95821687700.0,3.9909,3.779,95881987700.0,-60300000.0,3.9909,NAV,-2.4065127,沪深300ETF华泰柏瑞,SSE
2025-05-13,510300,95433787700.0,3.997,3.783,95821687700.0,-387900000.0,3.997,NAV,-15.504363,沪深300ETF华泰柏瑞,SSE
2025-05-14,510300,95622787700.0,4.0455,3.834,95433787700.0,189000000.0,4.0455,NAV,7.645994999999999,沪深300ETF华泰柏瑞,SSE
2025-05-15,510300,95404987700.0,4.0095,3.8,95622787700.0,-217800000.0,4.0095,NAV,-8.732691,沪深300ETF华泰柏瑞,SSE
2025-05-16,510300,95233087700.0,3.9909,3.778,95404987700.0,-171900000.0,3.9909,NAV,-6.8603571,沪深300ETF华泰柏瑞,SSE
2025-05-19,510300,95174587700.0,3.9788,3.772,95233087700.0,-58500000.0,3.9788,NAV,-2.327598,沪深300ETF华泰柏瑞,SSE
2025-05-20,510300,95199787700.0,4.001,3.792,95174587700.0,25200000.0,4.001,NAV,1.0082520000000001,沪深300ETF华泰柏瑞,SSE
2025-05-21,510300,95036887700.0,4.0206,3.808,95199787700.0,-162900000.0,4.0206,NAV,-6.5495574,沪深300ETF华泰柏瑞,SSE
2025-05-22,510300,94929787700.0,4.0182,3.806,95036887700.0,-107100000.0,4.0182,NAV,-4.3034922,沪深300ETF华泰柏瑞,SSE
2025-05-23,510300,94962187700.0,3.9863,3.777,94929787700.0,32400000.0,3.9863,NAV,1.2915612,沪深300ETF华泰柏瑞,SSE
2025-05-26,510300,95369887700.0,3.9638,3.756,94962187700.0,407700000.0,3.9638,NAV,16.1604126,沪深300ETF华泰柏瑞,SSE
2025-05-27,510300,95422087700.0,3.9427,3.735,95369887700.0,52200000.0,3.9427,NAV,2.0580894,沪深300ETF华泰柏瑞,SSE
2025-05-28,510300,95314987700.0,3.9397,3.731,95422087700.0,-107100000.0,3.9397,NAV,-4.2194187,沪深300ETF华泰柏瑞,SSE
2025-05-29,510300,95677687700.0,3.963,3.755,95314987700.0,362700000.0,3.963,NAV,14.373801,沪深300ETF华泰柏瑞,SSE
2025-05-30,510300,95407687700.0,3.9447,3.748,95677687700.0,-270000000.0,3.9447,NAV,-10.65069,沪深300ETF华泰柏瑞,SSE
2025-06-03,510300,95611087700.0,3.9566,3.746,95407687700.0,203400000.0,3.9566,NAV,8.0477244,沪深300ETF华泰柏瑞,SSE
2025-06-04,510300,95553487700.0,3.9736,3.763,95611087700.0,-57600000.0,3.9736,NAV,-2.2887936,沪深300ETF华泰柏瑞,SSE
2025-06-05,510300,95457187700.0,3.9833,3.773,95553487700.0,-96300000.0,3.9833,NAV,-3.8359179,沪深300ETF华泰柏瑞,SSE
2025-06-06,510300,95328487700.0,3.9822,3.775,95457187700.0,-128700000.0,3.9822,NAV,-5.1250914,沪深300ETF华泰柏瑞,SSE
2025-06-09,510300,95482387700.0,3.994,3.784,95328487700.0,153900000.0,3.994,NAV,6.146766,沪深300ETF华泰柏瑞,SSE
2025-06-10,510300,95206087700.0,3.9734,3.761,95482387700.0,-276300000.0,3.9734,NAV,-10.9785042,沪深300ETF华泰柏瑞,SSE
2025-06-11,510300,95466187700.0,4.0048,3.793,95206087700.0,260100000.0,4.0048,NAV,10.416484800000001,沪深300ETF华泰柏瑞,SSE
2025-06-12,510300,95179987700.0,4.0069,3.795,95466187700.0,-286200000.0,4.0069,NAV,-11.4677478,沪深300ETF华泰柏瑞,SSE
2025-06-13,510300,95008987700.0,3.9802,3.769,95179987700.0,-171000000.0,3.9802,NAV,-6.806142,沪深300ETF华泰柏瑞,SSE
2025-06-16,510300,95433787700.0,3.99,3.779,95008987700.0,424800000.0,3.99,NAV,16.94952,沪深300ETF华泰柏瑞,SSE
2025-06-17,510300,95380687700.0,3.987,3.778,95433787700.0,-53100000.0,3.987,NAV,-2.117097,沪深300ETF华泰柏瑞,SSE
2025-06-18,510300,95336587700.0,3.9043,3.781,95380687700.0,-44100000.0,3.9043,NAV,-1.7217963,沪深300ETF华泰柏瑞,SSE
2025-06-19,510300,95216887700.0,3.8724,3.75,95336587700.0,-119700000.0,3.8724,NAV,-4.6352628,沪深300ETF华泰柏瑞,SSE
2025-06-20,510300,95159287700.0,3.8796,3.755,95216887700.0,-57600000.0,3.8796,NAV,-2.2346496,沪深300ETF华泰柏瑞,SSE
2025-06-23,510300,95455387700.0,3.8915,3.768,95159287700.0,296100000.0,3.8915,NAV,11.5227315,沪深300ETF华泰柏瑞,SSE
2025-06-24,510300,95731687700.0,3.9382,3.813,95455387700.0,276300000.0,3.9382,NAV,10.8812466,沪深300ETF华泰柏瑞,SSE
2025-06-25,510300,95368987700.0,3.9979,3.878,95731687700.0,-362700000.0,3.9979,NAV,-14.5003833,沪深300ETF华泰柏瑞,SSE
2025-06-26,510300,95018887700.0,3.9879,3.863,95368987700.0,-350100000.0,3.9879,NAV,-13.9616379,沪深300ETF华泰柏瑞,SSE
2025-06-27,510300,94716487700.0,3.9663,3.84,95018887700.0,-302400000.0,3.9663,NAV,-11.9940912,沪深300ETF华泰柏瑞,SSE
2025-06-30,510300,94042387700.0,3.9844,3.859,94716487700.0,-674100000.0,3.9844,NAV,-26.8588404,沪深300ETF华泰柏瑞,SSE
2025-07-01,510300,93675187700.0,3.991,3.865,94042387700.0,-367200000.0,3.991,NAV,-14.654952,沪深300ETF华泰柏瑞,SSE
2025-07-02,510300,93523087700.0,3.9919,3.869,93675187700.0,-152100000.0,3.9919,NAV,-6.0716799,沪深300ETF华泰柏瑞,SSE
2025-07-03,510300,93305287700.0,4.0171,3.892,93523087700.0,-217800000.0,4.0171,NAV,-8.7492438,沪深300ETF华泰柏瑞,SSE
2025-07-04,510300,93061387700.0,4.0315,3.909,93305287700.0,-243900000.0,4.0315,NAV,-9.832828500000002,沪深300ETF华泰柏瑞,SSE
2025-07-07,510300,93058687700.0,4.0161,3.891,93061387700.0,-2700000.0,4.0161,NAV,-0.1084347,沪深300ETF华泰柏瑞,SSE
2025-07-08,510300,93191887700.0,4.0499,3.925,93058687700.0,133200000.0,4.0499,NAV,5.3944668,沪深300ETF华泰柏瑞,SSE
2025-07-09,510300,93050587700.0,4.0432,3.922,93191887700.0,-141300000.0,4.0432,NAV,-5.7130416,沪深300ETF华泰柏瑞,SSE
2025-07-10,510300,92954287700.0,4.0641,3.942,93050587700.0,-96300000.0,4.0641,NAV,-3.9137283,沪深300ETF华泰柏瑞,SSE
2025-07-11,510300,93249487700.0,4.0749,3.956,92954287700.0,295200000.0,4.0749,NAV,12.029104800000002,沪深300ETF华泰柏瑞,SSE
2025-07-14,510300,92931787700.0,4.0794,3.955,93249487700.0,-317700000.0,4.0794,NAV,-12.9602538,沪深300ETF华泰柏瑞,SSE
2025-07-15,510300,92626687700.0,4.0814,3.955,92931787700.0,-305100000.0,4.0814,NAV,-12.4523514,沪深300ETF华泰柏瑞,SSE
