date,pe_ttm,dividend_yield_ttm,erp,pe_ttm_mean,pe_ttm_std,pe_ttm_pctile,erp_mean,erp_std,erp_pctile,cn10y
2013-04-17,9.5831,3.3069,7.0219,10.696125714285714,0.5300323415161206,1.4285714285714286,5.830183989028571,0.5224651398470249,100.0,3.4131
2013-04-18,9.5566,3.3127,7.0209,10.680076056338027,0.5431471886897977,1.4084507042253522,5.847955869789338,0.5382760157423441,98.50746268656717,3.4431
2013-04-19,9.7931,3.2373,6.761,10.667756944444443,0.549259974831386,11.11111111111111,5.86138298935126,0.5454900880951243,91.17647058823529,3.4503
2013-04-22,9.805,3.2359,6.7122,10.655938356164384,0.5546266473771878,12.32876712328767,5.87371367066501,0.5509864683690021,88.40579710144928,3.4867
2013-04-23,9.6914,3.2702,6.8555,10.642904054054053,0.5620106828933658,5.405405405405405,5.88773918965551,0.5593053654584,94.28571428571428,3.4629
2013-04-24,9.8593,3.2127,6.6929,10.632456000000001,0.565440155923389,16.0,5.899079482758953,0.5633992355145969,85.91549295774648,3.4498
2013-04-25,9.9179,3.1817,6.6514,10.62305394736842,0.5675787069094909,19.736842105263158,5.909528378831745,0.56635840685167,80.55555555555556,3.4314
2013-04-26,9.8586,3.1571,6.7121,10.613125974025973,0.5704847003656837,15.584415584415584,5.920522510628571,0.570149589476517,86.3013698630137,3.4313
2013-04-29,9.8651,3.1508,6.7053,10.603535897435897,0.5730287762887337,19.230769230769234,5.931127611836293,0.5734874763928836,85.13513513513513,
2013-04-30,9.9382,3.1309,6.6308,10.595113924050633,0.5742281857413405,22.78481012658228,5.940456577011809,0.5752763714285118,77.33333333333333,
2013-05-02,9.8809,3.1558,6.7086,10.58618625,0.5761187810998156,21.25,5.950563727314285,0.5781435619102279,85.52631578947368,3.4119
2013-05-03,9.8767,3.1527,6.7036,10.577427160493828,0.5778865739474547,19.753086419753085,5.960343419167346,0.5806702073458213,83.11688311688312,3.4212
2013-05-06,9.9819,3.1141,6.5827,10.570164634146343,0.5780593252472912,25.609756097560975,5.968322349690842,0.5811687989116108,74.35897435897436,3.4354
2013-05-07,10.0575,3.0985,6.5167,10.56398795180723,0.5772824819368991,30.120481927710845,5.975263838935262,0.5807238060093138,73.41772151898735,3.4261
2013-05-08,10.1682,3.0532,6.4001,10.55927619047619,0.5754393099477183,33.33333333333333,5.980574290948571,0.5790099379772217,68.75,3.4345
2013-05-09,10.152,3.0573,6.4186,10.554484705882354,0.5737275023411029,32.94117647058823,5.985982015751675,0.5774539526445469,69.1358024691358,3.4317
2013-05-10,10.1955,3.0437,6.387,10.55031046511628,0.5716789585376281,37.2093023255814,5.990872478974215,0.5756073433127565,67.07317073170732,3.4212
2013-05-13,10.036,3.0914,6.5403,10.544398850574712,0.5710216934289752,28.735632183908045,5.997492087661273,0.5752609290319277,74.69879518072288,3.4238
2013-05-14,9.9963,3.1288,6.5789,10.538170454545455,0.5707323937393333,27.27272727272727,6.004413610427211,0.5752928577140877,75.0,3.4248
2013-05-15,10.0359,3.122,6.5424,10.532526966292135,0.5699808985098335,29.213483146067414,6.010742862069243,0.5748331887305442,74.11764705882354,3.4218
2013-05-16,10.0201,3.1125,6.558,10.526833333333332,0.5693449044491589,28.888888888888886,6.017106317161461,0.574484900649792,74.4186046511628,3.4219
2013-05-20,10.1836,2.8966,6.3944,10.523061538461539,0.5673375290049241,38.46153846153847,6.021443026159606,0.5725878319676628,64.36781609195403,3.4253
