date,hsi_close,hstech_close,vhsi_close,up_count,down_count,southbound_net_buy_100mn,short_ratio,hstech_hsi_ratio,advance_line,advance_line_ma20,southbound_ma20,breadth_z,vhsi_z,relative_z,southbound_z,short_z,hk_sentiment_z
2024-01-22,14961.18,3035.47,27.52,3.0,78.0,5.919,0.201,0.20288974532757442,-75.0,-28.2,13.928626666666666,,,,,,
2024-01-23,15353.98,3147.81,26.78,78.0,4.0,-48.5916,0.1996,0.20501589815800203,74.0,-21.8125,10.021112500000001,,,,,,
2024-01-24,15899.87,3281.16,27.41,79.0,2.0,18.0193,0.2115,0.20636395140337624,77.0,-16.0,10.49159411764706,,,,,,
2024-01-25,16211.96,3310.69,26.28,65.0,16.0,16.6259,0.1934,0.20421281572370029,49.0,-12.38888888888889,10.83238888888889,,,,,,
2024-01-26,15952.23,3186.49,25.48,15.0,58.0,48.6396,0.1976,0.199752009593643,-43.0,-14.0,12.822242105263157,,,,,,
2024-01-29,16077.24,3203.59,25.7,63.0,18.0,-23.7398,0.172,0.19926243559217877,45.0,-11.05,10.99414,,,,,,
2024-01-30,15703.45,3098.87,26.22,4.0,76.0,-7.8992,0.1846,0.19733689093797857,-72.0,-11.95,8.848980000000001,,,,,,
2024-01-31,15485.07,3005.8,25.79,13.0,68.0,-5.8278,0.173,0.1941095519749023,-55.0,-12.7,5.45046,,,,,,
2024-02-01,15566.21,3065.95,25.8,50.0,30.0,-12.3299,0.1697,0.1969618808945787,20.0,-11.0,3.8546300000000002,,,,,,
2024-02-02,15533.56,3043.9,25.54,35.0,42.0,-36.4964,0.1558,0.19595636801866412,-7.0,-9.85,1.2973750000000002,,,,,,
2024-02-05,15510.01,3038.84,27.07,25.0,52.0,35.6734,0.1419,0.19592766220008886,-27.0,-7.5,3.73599,,,,,,
2024-02-06,16136.87,3243.81,27.61,79.0,3.0,-63.0493,0.1419,0.20101853705210487,76.0,-4.1,2.4285550000000002,,,,,,
2024-02-07,16081.89,3190.68,27.07,27.0,50.0,21.351,0.1607,0.19840205348998158,-23.0,-3.95,2.323645,,,,,,
2024-02-08,15878.07,3168.55,27.22,28.0,53.0,41.9387,0.1502,0.19955510965753395,-25.0,-7.3,6.89943,,,,,,
2024-02-09,15746.58,3127.22,26.73,,,,0.2302,0.19859677466472084,,-7.421052631578948,6.557621052631578,,,,,,
2024-02-14,15879.38,3197.87,27.73,,,,0.1994,0.2013850666713688,,-7.277777777777778,4.775755555555555,,,,,,
2024-02-15,15944.63,3223.1,27.17,,,,0.1825,0.20214329213032853,,-3.6470588235294117,3.4780705882352936,,,,,,
2024-02-16,16339.96,3342.73,27.53,,,,0.1626,0.204573940205484,,1.25,0.30563124999999935,,,,,,
2024-02-19,16155.61,3253.09,27.35,18.0,64.0,38.8543,0.1509,0.20135977533500746,-46.0,-4.1875,2.4038749999999993,,,,,,
2024-02-20,16247.51,3264.4,26.23,60.0,20.0,31.6124,0.179,0.2009169405034987,40.0,0.5,3.7937249999999993,,,,,,
2024-02-21,16503.1,3351.22,26.14,71.0,11.0,9.8877,0.146,0.2030660906132787,60.0,8.9375,4.041768749999999,,,,,,
2024-02-22,16742.95,3410.02,26.67,71.0,10.0,43.6903,0.1561,0.20366900695516618,61.0,8.125,9.8093875,,,,,,
2024-02-23,16725.86,3399.84,26.93,32.0,47.0,58.9032,0.1636,0.20326847169592477,-15.0,2.375,12.36463125,,,,,,
2024-02-26,16634.74,3393.29,26.35,28.0,53.0,15.9878,0.1713,0.20398815971875722,-25.0,-2.25,12.324749999999998,,,,,,
2024-02-27,16790.8,3503.17,25.73,52.0,26.0,12.0905,0.1679,0.2086362770088382,26.0,2.0625,10.040431250000001,,,,,,
2024-02-28,16536.85,3426.61,25.48,18.0,61.0,12.7163,0.1432,0.2072105630757974,-43.0,-3.4375,12.318937499999999,,,,,,
2024-02-29,16511.44,3431.3,24.52,38.0,41.0,12.3925,0.1183,0.20781349173663838,-3.0,0.875,13.58716875,,,,,,
2024-03-01,16589.44,3488.13,24.74,33.0,43.0,30.3979,0.1582,0.21026207032907684,-10.0,3.6875,15.851275,,,,,,
2024-03-04,16595.97,3474.77,25.27,36.0,43.0,33.4681,0.1854,0.20937432400757533,-7.0,2.0,18.713649999999998,,,,,,
2024-03-05,16162.64,3323.89,25.63,4.0,78.0,54.1359,0.2092,0.20565266565363083,-74.0,-2.1875,24.37816875,,,,,,
2024-03-06,16438.09,3412.57,24.88,71.0,8.0,10.5336,0.1719,0.2076013697455118,63.0,3.4375,22.806931249999998,,,,,,
2024-03-07,16229.78,3359.34,24.43,24.0,53.0,41.0202,0.1715,0.20698616986798343,-29.0,-3.125,29.311275000000002,,,,,,
2024-03-08,16353.39,3385.58,23.5,60.0,19.0,17.0686,0.1429,0.20702618845389245,41.0,0.875,29.043625000000002,,,,,,
2024-03-11,16587.57,3482.29,23.47,65.0,14.0,27.3278,0.1536,0.20993370336945075,51.0,5.625,28.130443749999998,,,,,,
2024-03-12,17093.5,3643.91,24.25,73.0,6.0,1.7424,0.1439,0.21317518354930237,67.0,9.235294117647058,26.57820588235294,,,,,,
2024-03-13,17082.11,3656.3,23.64,32.0,43.0,104.2068,0.1475,0.21404264461474606,-11.0,8.11111111111111,30.890905555555555,,,,,,
2024-03-14,16961.66,3603.83,22.94,31.0,48.0,23.7039,0.1632,0.21246918049294702,-17.0,6.7894736842105265,30.512642105263154,,,,,,
2024-03-15,16720.89,3549.84,22.62,11.0,68.0,38.037,0.1739,0.21229970414254268,-57.0,3.6,30.88886,,,,,,
2024-03-18,16737.12,3594.22,22.6,41.0,38.0,26.8251,0.1716,0.21474542812622482,3.0,6.05,30.2874,,,,,,
2024-03-19,16529.48,3528.47,22.18,12.0,67.0,63.3794,0.1884,0.21346527537466392,-55.0,1.3,31.87575,,,,,,
2024-03-20,16543.07,3551.42,21.91,41.0,35.0,58.4084,0.2006,0.21467720320351666,6.0,-1.4,34.301785,,,,,,
2024-03-21,16863.1,3582.9,21.48,74.0,8.0,43.7777,0.1837,0.21246983057682162,66.0,-1.15,34.306155,,,,,,
2024-03-22,16499.47,3455.88,21.6,9.0,73.0,133.4061,0.226,0.20945400064365702,-64.0,-3.6,38.0313,,,,,,
2024-03-25,16473.64,3437.2,21.5,34.0,48.0,-58.151,0.2069,0.20864848327388483,-14.0,-3.05,34.32436,,,,,,
2024-03-26,16618.32,3471.49,21.09,44.0,33.0,41.4732,0.173,0.20889536367093664,11.0,-3.8,35.79349499999999,,,,,,
2024-03-27,16392.84,3393.43,21.16,18.0,63.0,60.0908,0.2031,0.20700683957142263,-45.0,-3.9,38.162220000000005,,-1.5635181214447953,-0.013527233707458008,,1.2643636940140854,-0.10422722037938932
2024-03-28,16541.42,3477.55,20.37,48.0,30.0,34.7929,0.1735,0.21023285788039967,18.0,-2.85,39.28224,,-1.859263244706522,0.4896645032875004,,0.020556603536819873,-0.44968071262740056
2024-04-02,16931.52,3543.12,21.89,69.0,13.0,33.8305,0.1561,0.20926177921415207,56.0,0.45,39.45387,,-1.144949230682363,0.332693623921962,,-0.7078370747815995,-0.5066975605140002
2024-04-03,16725.1,3460.87,21.49,14.0,67.0,46.721,0.1593,0.2069267149374294,-53.0,-1.85,40.116515,,-1.298074212827884,-0.03985908571338965,,-0.5657090059222678,-0.6345474348211805
2024-04-05,16723.92,3450.89,22.01,,,,0.2434,0.20634456514979743,,1.9473684210526316,39.378652631578944,0.7636086309043534,-1.045687049978613,-0.13249876786787082,1.7749742016769392,2.8119597120056663,0.834471345348095
2024-04-08,16732.85,3444.61,22.61,47.0,32.0,43.3484,0.1831,0.2058591333813427,15.0,-0.5789473684210527,41.105747368421056,0.5450305468989929,-0.7654288107092764,-0.20953984932252812,1.8453543661835385,0.37809649818897734,0.3587025502479409
2024-04-09,16828.07,3478.24,22.39,59.0,17.0,25.0561,0.1532,0.20669274610813954,42.0,3.1578947368421053,40.26553157894737,0.8494144058043483,-0.8536127363956802,-0.07274943729297882,1.7205209635297234,-0.8244010726913164,0.16383442459081926
2024-04-10,17139.17,3552.01,22.73,62.0,13.0,21.3943,0.1577,0.20724515831280046,49.0,3.5789473684210527,40.4932,0.8726833304896189,-0.6916383490259548,0.0180779924843857,1.6846185167516874,-0.6346291865506488,0.24982246082981768
2024-04-11,17095.03,3538.39,22.51,28.0,53.0,65.3538,0.1819,0.20698355018973352,-25.0,-0.42105263157894735,42.494568421052634,0.527269188485918,-0.7823705428644536,-0.025138155685018152,1.7785651081992462,0.35108548685472224,0.36988221699808294
2024-04-12,16721.69,3474.47,22.4,7.0,75.0,56.2612,0.1941,0.20778222775329527,-68.0,-7.526315789473684,45.36397894736842,-0.07960851449309574,-0.8224227876559945,0.10755710909179218,1.9230378477201076,0.8421122937581043,0.39413518968418276
2024-04-15,16600.46,3442.49,23.0,23.0,59.0,64.5992,0.1976,0.20737316917723966,-36.0,-8.842105263157896,43.27936842105263,-0.19145707870192952,-0.5427283434230445,0.03841349200531609,1.7145412524633628,0.9725208538045383,0.39825803522964864
2024-04-16,16248.97,3337.85,24.05,3.0,79.0,90.5432,0.2096,0.20541917426150705,-76.0,-11.947368421052632,46.79722631578947,-0.45680777535627554,-0.059309990304701035,-0.29067149187942853,1.9027330667190052,1.4351529144362896,0.5062193447229779
