date,pb_dispersion_raw,pb_dispersion_ma5,wind_all_a_close
2022-01-30,0.26896457866184,0.2854926727686605,5359.25
2022-02-13,0.2601991393865559,0.2753955766049118,5425.43
2022-02-20,0.2718698442905378,0.2729942772881126,5517.72
2022-02-27,0.2898435956139381,0.2735451915355691,5493.0
2022-03-06,0.2867930312956612,0.2755340378497066,5423.32
2022-03-13,0.2871041514909,0.2791619524155186,5208.51
2022-03-20,0.2827060059771464,0.28366332573363673,5140.4
2022-03-27,0.28041062317453064,0.28537148151043523,5068.13
2022-04-03,0.26506634682650815,0.28041603175294927,5131.58
2022-04-10,0.26863625719417505,0.276784676932652,5042.12
2022-04-17,0.2621769432983282,0.2717992352941377,4918.24
2022-04-24,0.24926347121794365,0.26511072834229715,4683.9
2022-05-01,0.24145334951444475,0.25731927361027995,4610.79
2022-05-08,0.2312427044215293,0.2505545451292842,4548.48
2022-05-15,0.2437899980745995,0.2455852933053691,4708.29
2022-05-22,0.26269121102473403,0.24568814685065027,4832.03
2022-05-29,0.26488253937093903,0.24881196048124932,4773.33
2022-06-05,0.2796025868064477,0.2564418079396499,4920.3
2022-06-12,0.2958866475891798,0.26937059657317997,5068.27
2022-06-19,0.29996712785835467,0.28060602252993105,5157.65
2022-06-26,0.2935994241097158,0.2867876651469274,5268.53
2022-07-03,0.2955275856117458,0.2929166743950887,5340.45
2022-07-10,0.30710040120465,0.2984162372747292,5319.0
2022-07-17,0.31110160063805176,0.3014592278845036,5159.5
2022-07-24,0.3026623022667821,0.30199826276618913,5227.07
2022-07-31,0.3054797683732982,0.3043743316189056,5212.43
2022-08-07,0.30065746086455497,0.3054003066694674,5184.13
2022-08-14,0.29935658501132767,0.303851543430803,5271.15
2022-08-21,0.30270498661916445,0.3021722206270255,5256.52
2022-08-28,0.2987947399414256,0.3013987081619542,5156.29
2022-09-04,0.2778675674455522,0.295876267976405,5042.97
2022-09-11,0.2806312152452076,0.2918710188525355,5136.73
2022-09-18,0.2718188019104411,0.2863634622323582,4887.57
2022-09-25,0.2767058118670214,0.2811636272819296,4800.91
2022-10-02,0.2688080818014872,0.2751662956539419,4679.88
2022-10-16,0.2735557586914432,0.2743039339031201,4809.69
2022-10-23,0.25850140274672323,0.2698779714034233,4761.65
2022-10-30,0.2290150842196411,0.26131722786526324,4562.37
2022-11-06,0.2588009366416459,0.25773625282018814,4870.12
2022-11-13,0.24531452982635532,0.25303754242516174,4879.66
2022-11-20,0.22558849649031432,0.243444089984936,4906.1
2022-11-27,0.21948761354540547,0.23564133214467242,4839.73
2022-12-04,0.22121501159088428,0.23408131761892106,4957.89
2022-12-11,0.21621527192105042,0.22556418467480194,5034.15
2022-12-18,0.20878934176843822,0.21825914706321856,4956.4
2022-12-25,0.20607766219744905,0.2143569802046455,4744.84
2023-01-01,0.2125596178260154,0.21297138106076746,4815.11
2023-01-08,0.23670040871619163,0.21606846048582895,4955.37
2023-01-15,0.23239798546961044,0.21930500319554094,5015.89
2023-01-22,0.22919759248147498,0.22338665333814828,5156.53
2023-02-05,0.2330072687081625,0.22877257464029102,5204.12
2023-02-12,0.22462129113027265,0.23118490930114244,5198.47
2023-02-19,0.2207925665324814,0.22800334086440038,5110.34
2023-02-26,0.2215598131849705,0.2258357064074724,5160.51
2023-03-05,0.21350199288819718,0.22269658648881685,5214.9
2023-03-12,0.21055536870829195,0.21820620648884273,5049.79
2023-03-19,0.20220122504842789,0.21372219327247377,5020.25
2023-03-26,0.21256507268417182,0.21207669450281186,5112.66
2023-04-02,0.2151571768134647,0.21079616722851072,5126.64
2023-04-09,0.2100380297935104,0.21010337460957335,5220.07
2023-04-16,0.21415383765923093,0.21082306839976112,5192.02
2023-04-23,0.20731773391178787,0.21184637017243313,5061.48
2023-04-30,0.20797185125129722,0.21092772588585823,5052.58
2023-05-07,0.20670741777694462,0.2092377740785542,5028.96
2023-05-14,0.20343606438041326,0.20791738099593476,4940.94
2023-05-21,0.19811687377436474,0.20470998821896152,4976.5
2023-05-28,0.18828057231553458,0.2009025558997109,4906.49
2023-06-04,0.1973533003784982,0.1987788457251511,4949.25
2023-06-11,0.20169560935293251,0.19777648404034864,4905.07
2023-06-18,0.2084357311857258,0.19877641740141117,5052.09
2023-06-25,0.20796900463431026,0.20074684357340028,4944.43
2023-07-02,0.2068745860378758,0.20446564631786854,4962.36
2023-07-09,0.21245304787441013,0.2074855958170509,4937.84
2023-07-16,0.22234412030172565,0.21161529800680956,5006.99
2023-07-23,0.2080745809452163,0.21154306795870764,4912.96
2023-07-30,0.2007921804126466,0.2101077031143749,5048.44
2023-08-06,0.1987147213137938,0.2084757301695585,5095.15
2023-08-13,0.19329692479350127,0.2046445055533767,4926.1
2023-08-20,0.1810191095620198,0.19637950340543556,4810.34
2023-08-27,0.17580546197129054,0.1899256796106504,4669.76
2023-09-03,0.18270948013801397,0.18630913955572387,4817.9
2023-09-10,0.19248022761296857,0.18506224081555883,4782.14
2023-09-17,0.19883629437206954,0.18617011473127248,4750.02
2023-09-24,0.19701131641318897,0.18936855610150632,4764.94
2023-10-01,0.19809116932618895,0.193825697572486,4747.25
2023-10-15,0.19348844071602106,0.19598148968808743,4727.38
2023-10-22,0.1912794801150163,0.19574134018849695,4525.62
2023-10-29,0.18437727113146538,0.19284953554037615,4616.64
2023-11-05,0.18110561828327817,0.18966839591439397,4653.84
2023-11-12,0.18749285909918786,0.18754873386899376,4703.37
2023-11-19,0.19319429101338667,0.18748990392846687,4741.78
2023-11-26,0.19376202448807475,0.18798641280307857,4696.75
2023-12-03,0.18670393472010435,0.18845174552080637,4670.12
2023-12-10,0.1815514635621125,0.18854091457657324,4575.7
2023-12-17,0.18780049746140517,0.18860244224901668,4531.82
2023-12-24,0.1793780451324703,0.18583919307283342,4448.53
2023-12-31,0.18125956497337917,0.1833387011698943,4565.18
2024-01-14,0.19100287585838438,0.1841984893975503,4364.55
2024-01-21,0.17909589774296666,0.18370737623372113,4248.75
2024-01-28,0.21493368783113148,0.18913401430766638,4270.77
2024-02-04,0.20498827952618198,0.19425606118640876,3874.71
2024-02-11,0.21840265024097155,0.20168467823992722,4096.41
2024-02-25,0.24181896352611496,0.21184789577347335,4308.43
2024-03-03,0.23293691199655892,0.22261609862419177,4412.52
2024-03-10,0.25155910188771985,0.22994118143550946,4410.98
2024-03-17,0.24344819863767925,0.2376331652578089,4500.38
2024-03-24,0.24414718041122588,0.24278207129185975,4500.32
2024-03-31,0.2480002638512373,0.24401833135688422,4435.11
2024-04-07,0.24746381549633906,0.24692371205684024,4478.89
2024-04-14,0.25586483791800657,0.2477848592628976,4356.73
2024-04-21,0.2580625875522026,0.2507077370458023,4342.4
2024-04-28,0.23888641123365606,0.24965558321028833,4427.54
2024-05-05,0.23294585108437496,0.24664470065691585,4480.36
2024-05-12,0.24009869897331898,0.24517167735231188,4552.71
2024-05-19,0.22873802777655078,0.2397463153240207,4555.33
2024-05-26,0.24143057998410922,0.236419913810402,4435.05
2024-06-02,0.2482552427277587,0.23829368010922253,4426.33
2024-06-09,0.25783472849206174,0.24327145559075988,4333.61
2024-06-16,0.25386551340149976,0.24602481847639607,4340.25
2024-06-23,0.2553378225052399,0.2513447774221339,4275.54
2024-06-30,0.26099606579026036,0.25525787458336413,4199.37
2024-07-07,0.26570812296173035,0.2587484506301584,4149.94
2024-07-14,0.26294238053816793,0.25976998103937965,4213.65
2024-07-21,0.2631196228734904,0.26162080293377776,4227.37
2024-07-28,0.24842150213874908,0.2602375388604796,4111.56
2024-08-04,0.23452258627279698,0.25494284295698694,4143.66
2024-08-11,0.2289230338612255,0.24758582513688596,4074.55
2024-08-18,0.24492982623704526,0.24398331427666148,4072.65
2024-08-25,0.22844953271377125,0.23704929624471763,3989.12
2024-09-01,0.22490875086998777,0.23234674599096533,4043.63
2024-09-08,0.1958715736690531,0.2246165434702166,3942.46
2024-09-15,0.17944720473780887,0.21472137764553328,3863.67
2024-09-22,0.1923975891083763,0.20421493021979945,3912.55
2024-09-29,0.22496939180296802,0.2035189020376388,4504.41
2024-10-06,0.2408174725069725,0.20670064636503574,4941.73
2024-10-13,0.24063562831596969,0.21565345729441904,4742.34
2024-10-20,0.23324255268087898,0.2264125268830331,4889.4
2024-10-27,0.21589761444759256,0.23111253195087636,5022.53
2024-11-03,0.19322910891891878,0.22476447537406646,4976.88
2024-11-10,0.2093313550582247,0.21846725188431693,5330.51
2024-11-17,0.2011418219350981,0.21056849060814264,5120.6
2024-11-24,0.1934788360697553,0.20261574728591789,5014.22
2024-12-01,0.1975126227124094,0.19893874893888125,5122.2
2024-12-08,0.21378189072209353,0.2030493052995162,5240.22
2024-12-15,0.21315941584142686,0.20381491745615662,5229.82
2024-12-22,0.21515366960446144,0.2066172869900293,5173.27
2024-12-29,0.2233882163879289,0.21259916305366403,5141.79
2025-01-05,0.21093612384755686,0.21528386328069354,4781.71
2025-01-12,0.19269022184211845,0.2110655295046985,4735.17
2025-01-19,0.2045633799944708,0.20934632233530728,4905.92
2025-01-26,0.2013900091372599,0.20659359024186702,4948.93
2025-02-02,0.1964223049878552,0.20120040796185226,4905.42
2025-02-09,0.2234966558850254,0.20371251436934595,5080.44
2025-02-16,0.23729908725305626,0.2126342874515335,5165.17
2025-02-23,0.24596195072202504,0.22091400159704433,5271.42
2025-03-02,0.21343880626806744,0.22332376102320586,5137.97
2025-03-09,0.22630548432215766,0.22930039689006634,5262.83
2025-03-16,0.2259542933782923,0.22979192438871973,5341.08
2025-03-23,0.21415411654160862,0.22516293024643025,5228.72
2025-03-30,0.2015816875268705,0.2162868776073993,5161.01
2025-04-06,0.19023209061447174,0.21164553447668016,5100.43
2025-04-13,0.17567098055354208,0.20151863372295703,4880.68
2025-04-20,0.18045584207566748,0.19241894346243207,4899.63
2025-04-27,0.18250199604908612,0.1860885193639276,4956.16
2025-05-04,0.18307568491794748,0.182387318842143,4956.08
2025-05-11,0.19521794172801463,0.18338448906485155,5071.11
2025-05-18,0.1983065548170508,0.1879116039175533,5107.73
2025-05-25,0.20026491119803513,0.19187341774202685,5075.37
2025-06-01,0.197158888251473,0.1948047961825042,5074.29
2025-06-08,0.1949550083557659,0.1971806608700679,5156.21
2025-06-15,0.22599009738443973,0.20333509200135294,5142.43
2025-06-22,0.22876381141804122,0.20942654332155103,5087.26
2025-06-29,0.24005498641703088,0.21738455836535014,5268.17
2025-07-06,0.23051225315444407,0.22405523134594438,5332.38
2025-07-13,0.23423406383241982,0.23191104244127514,5423.46
2025-07-20,0.23236076001649947,0.23318517496768706,5499.27
2025-07-27,0.23070977567131987,0.23357436781834284,5620.73
2025-08-03,0.21841649905723842,0.22924667034638432,5559.64
2025-08-10,0.22399192031947976,0.22794260377939146,5667.68
2025-08-17,0.23962144067174773,0.22902007914725706,5834.92
2025-08-24,0.24541515713072318,0.2316309585701018,6060.82
2025-08-31,0.24784371645985048,0.23505774672780794,6175.74
2025-09-07,0.23385457655842504,0.23814536222804525,6090.92
2025-09-14,0.23552519745262188,0.24045201765467367,6220.34
2025-09-21,0.23809313212031885,0.24014635594438788,6209.37
2025-09-28,0.2530876239506254,0.24168084930836833,6224.91
2025-10-05,0.26483450628039873,0.24507900727247794,6348.94
2025-10-12,0.26339959119192924,0.2509880101991788,6326.4
2025-10-19,0.24632609033289135,0.25314818877523276,6108.41
2025-10-26,0.2543603125086354,0.256401624852896,6320.41
2025-11-02,0.2613740438084158,0.2580589088244541,6346.63
2025-11-09,0.26439779358962007,0.25797156628629836,6386.56
2025-11-16,0.24807957978609999,0.2549075640051325,6356.5
2025-11-23,0.2391117014701697,0.25346468623258817,6030.56
2025-11-30,0.2443906632703217,0.25147075638492544,6205.68
2025-12-07,0.2540474853307205,0.25000544468938635,6250.64
2025-12-14,0.2607921167314483,0.24928430931775206,6267.06
2025-12-21,0.25229213659049327,0.2501268206786307,6257.6
2025-12-28,0.26409184743262787,0.2551228498711223,6431.54
2026-01-04,0.2763892102870469,0.2615225592744673,6410.24
2026-01-11,0.279846131224867,0.26668228845329667,6737.75
2026-01-18,0.2877555011765938,0.2720749653423257,6770.79
2026-01-25,0.29283460554128243,0.2801834591324836,6893.11
2026-02-01,0.2869827262507269,0.2847616348961034,6783.79
2026-02-08,0.28004342781275215,0.2854924784012445,6682.47
2026-02-15,0.29051982964891115,0.2876272180860533,6756.8
2026-03-01,0.299368571354336,0.28994983212160175,6942.4
2026-03-08,0.30458472414979054,0.2922998558433033,6783.03
2026-03-15,0.29781297090366754,0.29446590477389145,6750.45
2026-03-22,0.2970904802868793,0.2978753152687169,6471.92
2026-03-29,0.3033019297450038,0.30043173528793543,6424.85
2026-04-05,0.2959440030416391,0.29974682162539606,6280.26
2026-04-12,0.3089437076089943,0.30061861831723685,6603.55
2026-04-19,0.31480269016689216,0.3040165621698817,6784.28
2026-04-26,0.32162104941573283,0.30892267599565243,6803.5
2026-05-03,0.31885624994371503,0.3120335400353947,6886.83
2026-05-10,0.3201013296362606,0.316865005354319,7099.31
2026-05-17,0.32811649725591585,0.3206995632837033,7046.43
2026-05-24,0.33365106100996256,0.32446923745231737,7049.24
2026-05-31,0.3337486779180501,0.3268947631527808,6927.79
2026-06-07,0.3413863122780794,0.33140077561965364,6846.51
2026-06-14,0.3322083596626138,0.3338221816249244,6748.02
2026-06-21,0.34164350017299616,0.3365275822083404,7079.23
2026-06-28,0.3267818017198951,0.3351537303503269,6980.36
2026-07-05,0.3167038485289304,0.331744764472503,6994.65
2026-07-12,0.30933159145243105,0.3253338203073733,6792.94
2026-07-19,0.2755962245606618,0.3140113932869829,6199.27
2026-07-26,0.30523843976784953,0.3067303812059536,6212.73
2026-08-02,0.28653203603608907,0.29868042806919237,6209.5
2026-08-09,0.30607170882452167,0.2965540001283106,6542.84
