date,indicator_key,indicator,group,value,mom_diff,yoy_diff
2018-04-30,M0017136,从业人员,component,49.0,-0.10000000000000142,-0.20000000000000284
2018-04-30,M0017137,供应商配送时间,component,50.2,0.10000000000000142,-0.29999999999999716
2018-04-30,M0017126,制造业PMI,headline,51.4,-0.10000000000000142,0.19999999999999574
2018-04-30,M5207831,建筑业PMI,headline,60.6,-0.10000000000000142,-1.0
2018-04-30,M5207838,服务业PMI,headline,53.8,0.19999999999999574,1.1999999999999957
2018-04-30,M6642294,高技术制造业,industry,53.8,0.5999999999999943,
2018-04-30,M6642295,装备制造业,industry,51.7,-0.5,
2018-04-30,M6642297,基础原材料行业,industry,49.9,,
2018-05-31,M0017127,生产,component,54.1,1.0,0.7000000000000028
2018-05-31,M0017128,新订单,component,53.8,0.8999999999999986,1.5
2018-05-31,M0017129,新出口订单,component,51.2,0.5,0.5
2018-05-31,M0017130,在手订单,component,45.9,-0.30000000000000426,0.5
2018-05-31,M0017131,产成品库存,component,46.1,-1.1000000000000014,-0.5
2018-05-31,M0017132,采购量,component,53.0,0.3999999999999986,1.5
2018-05-31,M0017133,进口,component,50.9,0.6999999999999957,0.8999999999999986
2018-05-31,M0017134,主要原材料购进价格,component,56.7,3.700000000000003,7.200000000000003
2018-05-31,M0017135,原材料库存,component,49.6,0.10000000000000142,1.1000000000000014
2018-05-31,M0017136,从业人员,component,49.1,0.10000000000000142,-0.29999999999999716
2018-05-31,M0017137,供应商配送时间,component,50.1,-0.10000000000000142,-0.10000000000000142
2018-05-31,M0017126,制造业PMI,headline,51.9,0.5,0.6999999999999957
2018-05-31,M5207831,建筑业PMI,headline,60.1,-0.5,-0.29999999999999716
2018-05-31,M5207838,服务业PMI,headline,54.0,0.20000000000000284,0.5
2018-05-31,M6642294,高技术制造业,industry,54.8,1.0,
2018-05-31,M6642295,装备制造业,industry,53.0,1.2999999999999972,
2018-05-31,M6642296,消费品制造业,industry,52.7,,-1.0999999999999943
2018-05-31,M6642297,基础原材料行业,industry,50.5,0.6000000000000014,
2018-06-30,M0017127,生产,component,53.6,-0.5,-0.7999999999999972
2018-06-30,M0017128,新订单,component,53.2,-0.5999999999999943,0.10000000000000142
2018-06-30,M0017129,新出口订单,component,49.8,-1.4000000000000057,-2.200000000000003
2018-06-30,M0017130,在手订单,component,45.5,-0.3999999999999986,-1.7000000000000028
2018-06-30,M0017131,产成品库存,component,46.3,0.19999999999999574,0.0
2018-06-30,M0017132,采购量,component,52.8,-0.20000000000000284,0.29999999999999716
2018-06-30,M0017133,进口,component,50.0,-0.8999999999999986,-1.2000000000000028
2018-06-30,M0017134,主要原材料购进价格,component,57.7,1.0,7.300000000000004
2018-06-30,M0017135,原材料库存,component,48.8,-0.8000000000000043,0.19999999999999574
2018-06-30,M0017136,从业人员,component,49.0,-0.10000000000000142,0.0
2018-06-30,M0017137,供应商配送时间,component,50.2,0.10000000000000142,0.30000000000000426
2018-06-30,M0017126,制造业PMI,headline,51.5,-0.3999999999999986,-0.20000000000000284
2018-06-30,M5207831,建筑业PMI,headline,60.7,0.6000000000000014,-0.6999999999999957
2018-06-30,M5207838,服务业PMI,headline,54.0,0.0,0.20000000000000284
2018-06-30,M6642294,高技术制造业,industry,54.2,-0.5999999999999943,
2018-06-30,M6642295,装备制造业,industry,52.4,-0.6000000000000014,
2018-06-30,M6642296,消费品制造业,industry,51.8,-0.9000000000000057,
2018-07-31,M0017127,生产,component,53.0,-0.6000000000000014,-0.5
2018-07-31,M0017128,新订单,component,52.3,-0.9000000000000057,-0.5
2018-07-31,M0017129,新出口订单,component,49.8,0.0,-1.1000000000000014
2018-07-31,M0017130,在手订单,component,45.7,0.20000000000000284,-0.5999999999999943
2018-07-31,M0017131,产成品库存,component,47.1,0.8000000000000043,1.0
2018-07-31,M0017132,采购量,component,51.5,-1.2999999999999972,-1.2000000000000028
2018-07-31,M0017133,进口,component,49.6,-0.3999999999999986,-1.5
2018-07-31,M0017134,主要原材料购进价格,component,54.3,-3.4000000000000057,-3.6000000000000014
2018-07-31,M0017135,原材料库存,component,48.9,0.10000000000000142,0.3999999999999986
2018-07-31,M0017136,从业人员,component,49.2,0.20000000000000284,0.0
2018-07-31,M0017137,供应商配送时间,component,50.0,-0.20000000000000284,-0.10000000000000142
2018-07-31,M0017126,制造业PMI,headline,51.2,-0.29999999999999716,-0.19999999999999574
2018-07-31,M5207831,建筑业PMI,headline,59.5,-1.2000000000000028,-3.0
2018-07-31,M5207838,服务业PMI,headline,53.0,-1.0,-0.10000000000000142
2018-07-31,M6642294,高技术制造业,industry,52.6,-1.6000000000000014,
2018-07-31,M6642295,装备制造业,industry,52.0,-0.3999999999999986,
2018-07-31,M6642296,消费品制造业,industry,52.4,0.6000000000000014,
2018-08-31,M0017127,生产,component,53.3,0.29999999999999716,-0.8000000000000043
2018-08-31,M0017128,新订单,component,52.2,-0.09999999999999432,-0.8999999999999986
2018-08-31,M0017129,新出口订单,component,49.4,-0.3999999999999986,-1.0
2018-08-31,M0017130,在手订单,component,46.7,1.0,0.6000000000000014
2018-08-31,M0017131,产成品库存,component,47.4,0.29999999999999716,1.8999999999999986
2018-08-31,M0017132,采购量,component,51.8,0.29999999999999716,-1.1000000000000014
2018-08-31,M0017133,进口,component,49.1,-0.5,-2.299999999999997
2018-08-31,M0017134,主要原材料购进价格,component,58.7,4.400000000000006,-6.599999999999994
2018-08-31,M0017135,原材料库存,component,48.7,-0.19999999999999574,0.4000000000000057
2018-08-31,M0017136,从业人员,component,49.4,0.19999999999999574,0.29999999999999716
2018-08-31,M0017137,供应商配送时间,component,49.6,-0.3999999999999986,0.30000000000000426
2018-08-31,M0017126,制造业PMI,headline,51.3,0.09999999999999432,-0.4000000000000057
2018-08-31,M5207831,建筑业PMI,headline,59.0,-0.5,1.0
2018-08-31,M5207838,服务业PMI,headline,53.4,0.3999999999999986,0.7999999999999972
2018-09-30,M0017127,生产,component,53.0,-0.29999999999999716,-1.7000000000000028
2018-09-30,M0017128,新订单,component,52.0,-0.20000000000000284,-2.799999999999997
2018-09-30,M0017129,新出口订单,component,48.0,-1.3999999999999986,-3.299999999999997
2018-09-30,M0017130,在手订单,component,45.2,-1.5,-2.1999999999999957
2018-09-30,M0017131,产成品库存,component,47.4,0.0,3.1999999999999957
2018-09-30,M0017132,采购量,component,51.5,-0.29999999999999716,-2.299999999999997
2018-09-30,M0017133,进口,component,48.5,-0.6000000000000014,-2.6000000000000014
2018-09-30,M0017134,主要原材料购进价格,component,59.8,1.0999999999999943,-8.600000000000009
2018-09-30,M0017135,原材料库存,component,47.8,-0.9000000000000057,-1.1000000000000014
2018-09-30,M0017136,从业人员,component,48.3,-1.1000000000000014,-0.7000000000000028
2018-09-30,M0017137,供应商配送时间,component,49.7,0.10000000000000142,0.4000000000000057
2018-09-30,M0017126,制造业PMI,headline,50.8,-0.5,-1.6000000000000014
2018-09-30,M5207831,建筑业PMI,headline,63.4,4.399999999999999,2.299999999999997
2018-09-30,M5207838,服务业PMI,headline,53.4,0.0,-1.0
2018-10-31,M0017127,生产,component,52.0,-1.0,-1.3999999999999986
2018-10-31,M0017128,新订单,component,50.8,-1.2000000000000028,-2.1000000000000014
2018-10-31,M0017129,新出口订单,component,46.9,-1.1000000000000014,-3.200000000000003
2018-10-31,M0017130,在手订单,component,44.3,-0.9000000000000057,-1.3000000000000043
2018-10-31,M0017131,产成品库存,component,47.1,-0.29999999999999716,1.0
2018-10-31,M0017132,采购量,component,51.0,-0.5,-2.200000000000003
2018-10-31,M0017133,进口,component,47.6,-0.8999999999999986,-2.6999999999999957
2018-10-31,M0017134,主要原材料购进价格,component,58.0,-1.7999999999999972,-5.399999999999999
2018-10-31,M0017135,原材料库存,component,47.2,-0.5999999999999943,-1.3999999999999986
2018-10-31,M0017136,从业人员,component,48.1,-0.19999999999999574,-0.8999999999999986
2018-10-31,M0017137,供应商配送时间,component,49.5,-0.20000000000000284,0.7999999999999972
2018-10-31,M0017126,制造业PMI,headline,50.2,-0.5999999999999943,-1.3999999999999986
2018-10-31,M5207831,建筑业PMI,headline,63.9,0.5,5.399999999999999
2018-10-31,M5207838,服务业PMI,headline,52.1,-1.2999999999999972,-1.3999999999999986
2018-10-31,M6642294,高技术制造业,industry,51.6,,
2018-11-30,M0017127,生产,component,51.9,-0.10000000000000142,-2.3999999999999986
2018-11-30,M0017128,新订单,component,50.4,-0.3999999999999986,-3.200000000000003
2018-11-30,M0017129,新出口订单,component,47.0,0.10000000000000142,-3.799999999999997
2018-11-30,M0017130,在手订单,component,44.3,0.0,-2.3000000000000043
2018-11-30,M0017131,产成品库存,component,48.6,1.5,2.5
2018-11-30,M0017132,采购量,component,50.8,-0.20000000000000284,-2.700000000000003
2018-11-30,M0017133,进口,component,47.1,-0.5,-3.8999999999999986
2018-11-30,M0017134,主要原材料购进价格,component,50.3,-7.700000000000003,-9.5
2018-11-30,M0017135,原材料库存,component,47.4,0.19999999999999574,-1.0
2018-11-30,M0017136,从业人员,component,48.3,0.19999999999999574,-0.5
2018-11-30,M0017137,供应商配送时间,component,50.3,0.7999999999999972,0.7999999999999972
2018-11-30,M0017126,制造业PMI,headline,50.0,-0.20000000000000284,-1.7999999999999972
2018-11-30,M5207831,建筑业PMI,headline,59.3,-4.600000000000001,-2.1000000000000014
2018-11-30,M5207838,服务业PMI,headline,52.4,0.29999999999999716,-1.2000000000000028
2018-12-31,M0017127,生产,component,50.8,-1.1000000000000014,-3.200000000000003
2018-12-31,M0017128,新订单,component,49.7,-0.6999999999999957,-3.6999999999999957
2018-12-31,M0017129,新出口订单,component,46.6,-0.3999999999999986,-5.299999999999997
2018-12-31,M0017130,在手订单,component,44.1,-0.19999999999999574,-2.1999999999999957
2018-12-31,M0017131,产成品库存,component,48.2,-0.3999999999999986,2.4000000000000057
2018-12-31,M0017132,采购量,component,49.8,-1.0,-3.8000000000000043
2018-12-31,M0017133,进口,component,45.9,-1.2000000000000028,-5.300000000000004
2018-12-31,M0017134,主要原材料购进价格,component,44.8,-5.5,-17.400000000000006
2018-12-31,M0017135,原材料库存,component,47.1,-0.29999999999999716,-0.8999999999999986
2018-12-31,M0017136,从业人员,component,48.0,-0.29999999999999716,-0.5
2018-12-31,M0017137,供应商配送时间,component,50.4,0.10000000000000142,1.1000000000000014
2018-12-31,M0017126,制造业PMI,headline,49.4,-0.6000000000000014,-2.200000000000003
2018-12-31,M5207831,建筑业PMI,headline,62.6,3.3000000000000043,-1.2999999999999972
2018-12-31,M5207838,服务业PMI,headline,52.3,-0.10000000000000142,-1.1000000000000014
2018-12-31,M6642294,高技术制造业,industry,48.1,,
2018-12-31,M6642296,消费品制造业,industry,49.1,,-3.299999999999997
2019-01-31,M0017127,生产,component,50.9,0.10000000000000142,-2.6000000000000014
2019-01-31,M0017128,新订单,component,49.6,-0.10000000000000142,-3.0
2019-01-31,M0017129,新出口订单,component,46.9,0.29999999999999716,-2.6000000000000014
2019-01-31,M0017130,在手订单,component,43.7,-0.3999999999999986,-1.5999999999999943
2019-01-31,M0017131,产成品库存,component,47.1,-1.1000000000000014,0.10000000000000142
2019-01-31,M0017132,采购量,component,49.1,-0.6999999999999957,-3.799999999999997
2019-01-31,M0017133,进口,component,47.1,1.2000000000000028,-3.299999999999997
2019-01-31,M0017134,主要原材料购进价格,component,46.3,1.5,-13.400000000000006
2019-01-31,M0017135,原材料库存,component,48.1,1.0,-0.6999999999999957
2019-01-31,M0017136,从业人员,component,47.8,-0.20000000000000284,-0.5
2019-01-31,M0017137,供应商配送时间,component,50.1,-0.29999999999999716,0.8999999999999986
2019-01-31,M0017126,制造业PMI,headline,49.5,0.10000000000000142,-1.7999999999999972
2019-01-31,M5207831,建筑业PMI,headline,60.9,-1.7000000000000028,0.3999999999999986
2019-01-31,M5207838,服务业PMI,headline,53.6,1.3000000000000043,-0.7999999999999972
2019-01-31,M6642294,高技术制造业,industry,49.6,1.5,
2019-01-31,M6642295,装备制造业,industry,49.4,,-0.6000000000000014
2019-01-31,M6642296,消费品制造业,industry,49.6,0.5,-3.1000000000000014
2019-01-31,M6642297,基础原材料行业,industry,48.9,,-2.1000000000000014
2019-02-28,M0017127,生产,component,49.5,-1.3999999999999986,-1.2000000000000028
2019-02-28,M0017128,新订单,component,50.6,1.0,-0.3999999999999986
2019-02-28,M0017129,新出口订单,component,45.2,-1.6999999999999957,-3.799999999999997
2019-02-28,M0017130,在手订单,component,43.6,-0.10000000000000142,-1.2999999999999972
2019-02-28,M0017131,产成品库存,component,46.4,-0.7000000000000028,-0.30000000000000426
2019-02-28,M0017132,采购量,component,48.3,-0.8000000000000043,-2.5
2019-02-28,M0017133,进口,component,44.8,-2.3000000000000043,-5.0
2019-02-28,M0017134,主要原材料购进价格,component,51.9,5.600000000000001,-1.5
2019-02-28,M0017135,原材料库存,component,46.3,-1.8000000000000043,-3.0
2019-02-28,M0017136,从业人员,component,47.5,-0.29999999999999716,-0.6000000000000014
2019-02-28,M0017137,供应商配送时间,component,49.8,-0.30000000000000426,1.3999999999999986
2019-02-28,M0017126,制造业PMI,headline,49.2,-0.29999999999999716,-1.0999999999999943
2019-02-28,M5207831,建筑业PMI,headline,59.2,-1.6999999999999957,1.7000000000000028
2019-02-28,M5207838,服务业PMI,headline,53.5,-0.10000000000000142,-0.29999999999999716
2019-02-28,M6642294,高技术制造业,industry,51.4,1.7999999999999972,
2019-02-28,M6642295,装备制造业,industry,50.0,0.6000000000000014,-1.0
2019-02-28,M6642297,基础原材料行业,industry,48.1,-0.7999999999999972,-0.6999999999999957
2019-03-31,M0017127,生产,component,52.7,3.200000000000003,-0.3999999999999986
2019-03-31,M0017128,新订单,component,51.6,1.0,-1.6999999999999957
2019-03-31,M0017129,新出口订单,component,47.1,1.8999999999999986,-4.199999999999996
2019-03-31,M0017130,在手订单,component,46.4,2.799999999999997,0.3999999999999986
2019-03-31,M0017131,产成品库存,component,47.0,0.6000000000000014,-0.29999999999999716
2019-03-31,M0017132,采购量,component,51.2,2.9000000000000057,-1.7999999999999972
2019-03-31,M0017133,进口,component,48.7,3.9000000000000057,-2.5999999999999943
2019-03-31,M0017134,主要原材料购进价格,component,53.5,1.6000000000000014,0.10000000000000142
2019-03-31,M0017135,原材料库存,component,48.4,2.1000000000000014,-1.2000000000000028
2019-03-31,M0017136,从业人员,component,47.6,0.10000000000000142,-1.5
2019-03-31,M0017137,供应商配送时间,component,50.2,0.4000000000000057,0.10000000000000142
2019-03-31,M0017126,制造业PMI,headline,50.5,1.2999999999999972,-1.0
2019-03-31,M5207831,建筑业PMI,headline,61.7,2.5,1.0
2019-03-31,M5207838,服务业PMI,headline,53.6,0.10000000000000142,0.0
2019-03-31,M6642294,高技术制造业,industry,52.0,0.6000000000000014,-1.2000000000000028
2019-03-31,M6642295,装备制造业,industry,51.2,1.2000000000000028,-1.0
2019-04-30,M0017127,生产,component,52.1,-0.6000000000000014,-1.0
2019-04-30,M0017128,新订单,component,51.4,-0.20000000000000284,-1.5
2019-04-30,M0017129,新出口订单,component,49.2,2.1000000000000014,-1.5
2019-04-30,M0017130,在手订单,component,44.0,-2.3999999999999986,-2.200000000000003
2019-04-30,M0017131,产成品库存,component,46.5,-0.5,-0.7000000000000028
2019-04-30,M0017132,采购量,component,51.1,-0.10000000000000142,-1.5
2019-04-30,M0017133,进口,component,49.7,1.0,-0.5
2019-04-30,M0017134,主要原材料购进价格,component,53.1,-0.3999999999999986,0.10000000000000142
2019-04-30,M0017135,原材料库存,component,47.2,-1.1999999999999957,-2.299999999999997
2019-04-30,M0017136,从业人员,component,47.2,-0.3999999999999986,-1.7999999999999972
2019-04-30,M0017137,供应商配送时间,component,49.9,-0.30000000000000426,-0.30000000000000426
2019-04-30,M0017126,制造业PMI,headline,50.1,-0.3999999999999986,-1.2999999999999972
2019-04-30,M5207831,建筑业PMI,headline,60.1,-1.6000000000000014,-0.5
2019-04-30,M5207838,服务业PMI,headline,53.3,-0.30000000000000426,-0.5
2019-04-30,M6642294,高技术制造业,industry,52.9,0.8999999999999986,-0.8999999999999986
2019-05-31,M0017127,生产,component,51.7,-0.3999999999999986,-2.3999999999999986
2019-05-31,M0017128,新订单,component,49.8,-1.6000000000000014,-4.0
2019-05-31,M0017129,新出口订单,component,46.5,-2.700000000000003,-4.700000000000003
2019-05-31,M0017130,在手订单,component,44.3,0.29999999999999716,-1.6000000000000014
2019-05-31,M0017131,产成品库存,component,48.1,1.6000000000000014,2.0
2019-05-31,M0017132,采购量,component,50.5,-0.6000000000000014,-2.5
2019-05-31,M0017133,进口,component,47.1,-2.6000000000000014,-3.799999999999997
2019-05-31,M0017134,主要原材料购进价格,component,51.8,-1.3000000000000043,-4.900000000000006
2019-05-31,M0017135,原材料库存,component,47.4,0.19999999999999574,-2.200000000000003
2019-05-31,M0017136,从业人员,component,47.0,-0.20000000000000284,-2.1000000000000014
2019-05-31,M0017137,供应商配送时间,component,50.9,1.0,0.7999999999999972
2019-05-31,M0017126,制造业PMI,headline,49.4,-0.7000000000000028,-2.5
2019-05-31,M5207831,建筑业PMI,headline,58.6,-1.5,-1.5
2019-05-31,M5207838,服务业PMI,headline,53.5,0.20000000000000284,-0.5
2019-05-31,M6642294,高技术制造业,industry,52.1,-0.7999999999999972,-2.6999999999999957
2019-05-31,M6642295,装备制造业,industry,49.8,,-3.200000000000003
2019-06-30,M0017127,生产,component,51.3,-0.4000000000000057,-2.3000000000000043
2019-06-30,M0017128,新订单,component,49.6,-0.19999999999999574,-3.6000000000000014
2019-06-30,M0017129,新出口订单,component,46.3,-0.20000000000000284,-3.5
2019-06-30,M0017130,在手订单,component,44.5,0.20000000000000284,-1.0
2019-06-30,M0017131,产成品库存,component,48.1,0.0,1.8000000000000043
2019-06-30,M0017132,采购量,component,49.7,-0.7999999999999972,-3.0999999999999943
2019-06-30,M0017133,进口,component,46.8,-0.30000000000000426,-3.200000000000003
2019-06-30,M0017134,主要原材料购进价格,component,49.0,-2.799999999999997,-8.700000000000003
2019-06-30,M0017135,原材料库存,component,48.2,0.8000000000000043,-0.5999999999999943
2019-06-30,M0017136,从业人员,component,46.9,-0.10000000000000142,-2.1000000000000014
2019-06-30,M0017137,供应商配送时间,component,50.2,-0.6999999999999957,0.0
2019-06-30,M0017126,制造业PMI,headline,49.4,0.0,-2.1000000000000014
2019-06-30,M5207831,建筑业PMI,headline,58.7,0.10000000000000142,-2.0
2019-06-30,M5207838,服务业PMI,headline,53.4,-0.10000000000000142,-0.6000000000000014
2019-06-30,M6642294,高技术制造业,industry,51.7,-0.3999999999999986,-2.5
2019-06-30,M6642295,装备制造业,industry,50.0,0.20000000000000284,-2.3999999999999986
2019-07-31,M0017127,生产,component,52.1,0.8000000000000043,-0.8999999999999986
2019-07-31,M0017128,新订单,component,49.8,0.19999999999999574,-2.5
2019-07-31,M0017129,新出口订单,component,46.9,0.6000000000000014,-2.8999999999999986
2019-07-31,M0017130,在手订单,component,44.7,0.20000000000000284,-1.0
2019-07-31,M0017131,产成品库存,component,47.0,-1.1000000000000014,-0.10000000000000142
2019-07-31,M0017132,采购量,component,50.4,0.6999999999999957,-1.1000000000000014
2019-07-31,M0017133,进口,component,47.4,0.6000000000000014,-2.200000000000003
2019-07-31,M0017134,主要原材料购进价格,component,50.7,1.7000000000000028,-3.5999999999999943
2019-07-31,M0017135,原材料库存,component,48.0,-0.20000000000000284,-0.8999999999999986
2019-07-31,M0017136,从业人员,component,47.1,0.20000000000000284,-2.1000000000000014
2019-07-31,M0017137,供应商配送时间,component,50.1,-0.10000000000000142,0.10000000000000142
2019-07-31,M0017126,制造业PMI,headline,49.7,0.30000000000000426,-1.5
2019-07-31,M5207831,建筑业PMI,headline,58.2,-0.5,-1.2999999999999972
2019-07-31,M5207838,服务业PMI,headline,52.9,-0.5,-0.10000000000000142
2019-07-31,M6642295,装备制造业,industry,49.2,-0.7999999999999972,-2.799999999999997
2019-08-31,M0017127,生产,component,51.9,-0.20000000000000284,-1.3999999999999986
2019-08-31,M0017128,新订单,component,49.7,-0.09999999999999432,-2.5
2019-08-31,M0017129,新出口订单,component,47.2,0.30000000000000426,-2.1999999999999957
2019-08-31,M0017130,在手订单,component,44.8,0.09999999999999432,-1.9000000000000057
2019-08-31,M0017131,产成品库存,component,47.8,0.7999999999999972,0.3999999999999986
2019-08-31,M0017132,采购量,component,49.3,-1.1000000000000014,-2.5
2019-08-31,M0017133,进口,component,46.7,-0.6999999999999957,-2.3999999999999986
2019-08-31,M0017134,主要原材料购进价格,component,48.6,-2.1000000000000014,-10.100000000000001
2019-08-31,M0017135,原材料库存,component,47.5,-0.5,-1.2000000000000028
2019-08-31,M0017136,从业人员,component,46.9,-0.20000000000000284,-2.5
2019-08-31,M0017137,供应商配送时间,component,50.3,0.19999999999999574,0.6999999999999957
2019-08-31,M0017126,制造业PMI,headline,49.5,-0.20000000000000284,-1.7999999999999972
2019-08-31,M5207831,建筑业PMI,headline,61.2,3.0,2.200000000000003
2019-08-31,M5207838,服务业PMI,headline,52.5,-0.3999999999999986,-0.8999999999999986
2019-08-31,M6642294,高技术制造业,industry,51.2,,
2019-08-31,M6642295,装备制造业,industry,50.2,1.0,
2019-09-30,M0017127,生产,component,52.3,0.3999999999999986,-0.7000000000000028
2019-09-30,M0017128,新订单,component,50.5,0.7999999999999972,-1.5
2019-09-30,M0017129,新出口订单,component,48.2,1.0,0.20000000000000284
2019-09-30,M0017130,在手订单,component,44.7,-0.09999999999999432,-0.5
2019-09-30,M0017131,产成品库存,component,47.1,-0.6999999999999957,-0.29999999999999716
2019-09-30,M0017132,采购量,component,50.4,1.1000000000000014,-1.1000000000000014
2019-09-30,M0017133,进口,component,47.1,0.3999999999999986,-1.3999999999999986
2019-09-30,M0017134,主要原材料购进价格,component,52.2,3.6000000000000014,-7.599999999999994
2019-09-30,M0017135,原材料库存,component,47.6,0.10000000000000142,-0.19999999999999574
2019-09-30,M0017136,从业人员,component,47.0,0.10000000000000142,-1.2999999999999972
2019-09-30,M0017137,供应商配送时间,component,50.5,0.20000000000000284,0.7999999999999972
2019-09-30,M0017126,制造业PMI,headline,49.8,0.29999999999999716,-1.0
2019-09-30,M5207831,建筑业PMI,headline,57.6,-3.6000000000000014,-5.799999999999997
2019-09-30,M5207838,服务业PMI,headline,53.0,0.5,-0.3999999999999986
2019-09-30,M6642294,高技术制造业,industry,51.3,0.09999999999999432,
2019-09-30,M6642295,装备制造业,industry,49.8,-0.4000000000000057,
2019-09-30,M6642296,消费品制造业,industry,50.5,,
2019-10-31,M0017127,生产,component,50.8,-1.5,-1.2000000000000028
2019-10-31,M0017128,新订单,component,49.6,-0.8999999999999986,-1.1999999999999957
2019-10-31,M0017129,新出口订单,component,47.0,-1.2000000000000028,0.10000000000000142
2019-10-31,M0017130,在手订单,component,44.9,0.19999999999999574,0.6000000000000014
2019-10-31,M0017131,产成品库存,component,46.7,-0.3999999999999986,-0.3999999999999986
2019-10-31,M0017132,采购量,component,49.8,-0.6000000000000014,-1.2000000000000028
2019-10-31,M0017133,进口,component,46.9,-0.20000000000000284,-0.7000000000000028
2019-10-31,M0017134,主要原材料购进价格,component,50.4,-1.8000000000000043,-7.600000000000001
2019-10-31,M0017135,原材料库存,component,47.4,-0.20000000000000284,0.19999999999999574
2019-10-31,M0017136,从业人员,component,47.3,0.29999999999999716,-0.8000000000000043
2019-10-31,M0017137,供应商配送时间,component,50.1,-0.3999999999999986,0.6000000000000014
2019-10-31,M0017126,制造业PMI,headline,49.3,-0.5,-0.9000000000000057
2019-10-31,M5207831,建筑业PMI,headline,60.4,2.799999999999997,-3.5
2019-10-31,M5207838,服务业PMI,headline,51.4,-1.6000000000000014,-0.7000000000000028
2019-10-31,M6642294,高技术制造业,industry,51.4,0.10000000000000142,-0.20000000000000284
2019-10-31,M6642295,装备制造业,industry,50.3,0.5,
2019-10-31,M6642296,消费品制造业,industry,50.8,0.29999999999999716,
2019-11-30,M0017127,生产,component,52.6,1.8000000000000043,0.7000000000000028
2019-11-30,M0017128,新订单,component,51.3,1.6999999999999957,0.8999999999999986
2019-11-30,M0017129,新出口订单,component,48.8,1.7999999999999972,1.7999999999999972
2019-11-30,M0017130,在手订单,component,44.9,0.0,0.6000000000000014
2019-11-30,M0017131,产成品库存,component,46.4,-0.30000000000000426,-2.200000000000003
2019-11-30,M0017132,采购量,component,51.0,1.2000000000000028,0.20000000000000284
2019-11-30,M0017133,进口,component,49.8,2.8999999999999986,2.6999999999999957
2019-11-30,M0017134,主要原材料购进价格,component,49.0,-1.3999999999999986,-1.2999999999999972
2019-11-30,M0017135,原材料库存,component,47.8,0.3999999999999986,0.3999999999999986
2019-11-30,M0017136,从业人员,component,47.3,0.0,-1.0
2019-11-30,M0017137,供应商配送时间,component,50.5,0.3999999999999986,0.20000000000000284
2019-11-30,M0017126,制造业PMI,headline,50.2,0.9000000000000057,0.20000000000000284
2019-11-30,M5207831,建筑业PMI,headline,59.6,-0.7999999999999972,0.30000000000000426
2019-11-30,M5207838,服务业PMI,headline,53.5,2.1000000000000014,1.1000000000000014
2019-11-30,M6642294,高技术制造业,industry,51.7,0.30000000000000426,
2019-11-30,M6642295,装备制造业,industry,51.0,0.7000000000000028,
2019-11-30,M6642296,消费品制造业,industry,51.1,0.30000000000000426,
2019-12-31,M0017127,生产,component,53.2,0.6000000000000014,2.4000000000000057
2019-12-31,M0017128,新订单,component,51.2,-0.09999999999999432,1.5
2019-12-31,M0017129,新出口订单,component,50.3,1.5,3.6999999999999957
2019-12-31,M0017130,在手订单,component,45.0,0.10000000000000142,0.8999999999999986
2019-12-31,M0017131,产成品库存,component,45.6,-0.7999999999999972,-2.6000000000000014
2019-12-31,M0017132,采购量,component,51.3,0.29999999999999716,1.5
2019-12-31,M0017133,进口,component,49.9,0.10000000000000142,4.0
2019-12-31,M0017134,主要原材料购进价格,component,51.8,2.799999999999997,7.0
2019-12-31,M0017135,原材料库存,component,47.2,-0.5999999999999943,0.10000000000000142
2019-12-31,M0017136,从业人员,component,47.3,0.0,-0.7000000000000028
2019-12-31,M0017137,供应商配送时间,component,51.1,0.6000000000000014,0.7000000000000028
2019-12-31,M0017126,制造业PMI,headline,50.2,0.0,0.8000000000000043
2019-12-31,M5207831,建筑业PMI,headline,56.7,-2.8999999999999986,-5.899999999999999
2019-12-31,M5207838,服务业PMI,headline,53.0,-0.5,0.7000000000000028
2019-12-31,M6642294,高技术制造业,industry,52.8,1.0999999999999943,4.699999999999996
2019-12-31,M6642295,装备制造业,industry,51.3,0.29999999999999716,
2019-12-31,M6642296,消费品制造业,industry,51.4,0.29999999999999716,2.299999999999997
2020-01-31,M0017127,生产,component,51.3,-1.9000000000000057,0.3999999999999986
2020-01-31,M0017128,新订单,component,51.4,0.19999999999999574,1.7999999999999972
2020-01-31,M0017129,新出口订单,component,48.7,-1.5999999999999943,1.8000000000000043
2020-01-31,M0017130,在手订单,component,46.3,1.2999999999999972,2.5999999999999943
2020-01-31,M0017131,产成品库存,component,46.0,0.3999999999999986,-1.1000000000000014
2020-01-31,M0017132,采购量,component,51.6,0.30000000000000426,2.5
2020-01-31,M0017133,进口,component,49.0,-0.8999999999999986,1.8999999999999986
2020-01-31,M0017134,主要原材料购进价格,component,53.8,2.0,7.5
2020-01-31,M0017135,原材料库存,component,47.1,-0.10000000000000142,-1.0
2020-01-31,M0017136,从业人员,component,47.5,0.20000000000000284,-0.29999999999999716
2020-01-31,M0017137,供应商配送时间,component,49.9,-1.2000000000000028,-0.20000000000000284
2020-01-31,M0017126,制造业PMI,headline,50.0,-0.20000000000000284,0.5
2020-01-31,M5207831,建筑业PMI,headline,59.7,3.0,-1.1999999999999957
2020-01-31,M5207838,服务业PMI,headline,53.1,0.10000000000000142,-0.5
